阅读,评论,标题,最后更新
117,0,此股电力涨时跟它没关系，电力跌时比指数还跌的多，典型的做空主力啊,05-30 11:27
66,0,没法搞了，又要等[捂脸],05-30 11:14
72,1,冲牙！冲牙！,05-30 10:10
94,0,都说了国泰君安成都北一路的柚子已经昨日黄花,05-30 10:27
86,1,为什么低开两个点啊？,05-30 09:20
85,0,哎吆，奔10个点去了[666][666][666],05-30 10:17
82,0,还不跑，等着跌破2元再割？,05-30 10:05
38,0,完了，跑,05-30 10:04
44,0,买啥啥跌，害了同志们[囧],05-30 10:03
75,0,风电光伏火电都有，让听些wL了，走人。,05-30 10:00
146,1,要走好煤炭与煤电、煤电与新能源一体化发展路子，推动产业协同发展。用好集团内部煤电,05-30 09:16
200,0,晋能控股集团党委理论学习中心组（扩大）新质生产力学习研讨暨实施推进会举行 李国彪,05-30 09:30
78,0,死了，没救了，我的钱啊啊啊啊啊啊,05-30 09:26
50,0,，昨天抄底，今天被埋汰,05-30 09:22
81,0,晋控电力：融资净买入2343.84万元，融资余额2.01亿元（05-29）,05-30 08:52
666,1,)今天跨境电商和食品加工都走了，早盘入场了电力和医疗器械。,05-28 08:46
1490,7,晋控电力：2024年一季度发电量111.12亿千瓦时 2023年一季度发电量112.03亿千瓦时,05-20 03:43
269,1,电力板块年内仍下跌的仅此一只，别无分号，可见市场对它的嫌弃程度了。,05-29 10:22
914,2,5.29的策略，交易自主决定。,05-29 10:44
322,3,全仓，年底看，命里有钱翻三倍，命里无钱ST.,05-29 05:45
5164,12,晋控电力(000767)龙虎榜数据(05-28),05-28 04:29
156,0,明天有可能低开高走[吃瓜],05-29 09:45
213,0,十几条新闻全是电力板块国家级利好,05-29 07:36
184,2,又是谁？买了两手，把这个股买崩了？,05-29 02:22
55,0,我来抄底了,05-29 05:53
405,5,重组公告怎么还没发,05-29 03:16
154,0,突破三元。我加入,05-29 05:24
318,0,这位置收黑十字有点尴尬，近阶段主力一直在吸筹，如果是别的股票应该是看多，晋控还是,05-29 05:21
161,0,3块钱强压力，2块97就是这波反弹的高点了。,05-29 05:05
189,0,今天是在前面压力位置洗洗盘，明天主升浪开始,05-29 04:35
1803,10,晋控电力：公司燃煤业务均为自晋能控股集团公司采购的长协保供煤 仅对内服务所属火电企业发电供热用煤,04-18 05:14
176,0,山西省政府为了推动煤矿企业发展，鼓励露天煤矿开采。对电力也是利好！,05-29 04:23
75,2,广西九个点了,05-29 02:26
98,1,拉尾盘明天又完蛋了,05-29 03:07
121,0,尾盘进的你，大佬明天别套我[抱拳],05-29 03:13
133,2,真的恶心,05-29 02:19
