阅读,评论,标题,最后更新
583,27,五月二十七日之前，我先撤了，祝你们好运。[微笑],05-08 01:34
3109,9,786.44亿元市值限售股今日解禁 东鹏饮料解禁市值534.44亿元居首,05-27 07:42
52,0,这老鸭头形态？,05-29 10:03
153,4,大家都要注意，提高警惕，可能会有一些媒体或者是水军频发利好来配合股东们的减持计划,05-29 01:09
68,0,东鹏饮料：融资净偿还292.12万元，融资余额8105.25万元（05-28）,05-29 07:51
108,0,大家不要去接盘，一一旦被套这辈子都很难解套,05-28 11:33
351,1, 百亿东鹏饮料的背后：林木勤的专注与坚守 ,05-28 10:02
326,1, 2024中国品牌价值评价信息发布，东鹏饮料入选轻工榜 ,05-28 10:02
333,1, 从技术员到“功能饮料第一股”掌舵人，林木勤的“创业”之路 ,05-28 10:03
111,0,东鹏只能给30块，真不能更多了[大笑][大笑],05-28 10:50
220,2,品牌价值再获认可，东鹏饮料上榜2024中国品牌价值金榜,05-28 03:03
86,0,人云亦云，在利益面前没有底线！资本都是逐利的。分红结束，由于个人资金需要的减持披,05-28 07:48
352,2,前脚解禁 后脚东鹏饮料频遭股东减持,05-28 03:02
1262,5,东鹏饮料:东鹏饮料(集团)股份有限公司拟关于持股5%以上股东减持至5%的权益变动提示性公告,05-27 07:02
215,2,2024中国品牌价值评价信息发布，东鹏饮料入选轻工榜,05-28 02:43
238,1,从面临倒闭到创收百亿，林木勤如何靠东鹏特饮逆风翻盘,05-28 02:43
142,1,里面还有差不多一万股东，真不知道他们脑子里装的是什么。等那些股东减持完毕，可能他,05-28 02:40
169,0,创新赋能品牌活力，东鹏饮料品牌价值持续提升,05-28 02:54
155,1,老板两兄弟哪里会减持，你们想多了。我这边情况嘛超市三月份，小卖部小瓶四月份大瓶三,05-28 10:59
167,0,【君正投资减持东鹏饮料29.53万股】,05-28 11:10
118,0,之前是员工和资本减持，这都是正常现象，但这次解禁的是实控人和两兄弟，这涉及到自己,05-28 10:58
89,0,搞清楚，之前是员工和资本减持，这个肯定能理解，老板两兄弟哪里会减持，你们想多了,05-28 10:52
70,0,抖音一个说车这个还是翻两倍他的粉丝疯狂的买入是不是叫来接盘啊,05-28 10:40
64,0,现在是不好意思跌，平稳了好跌,05-28 10:30
82,0,上市公司的业绩不是公司经营的成果而是大股东及管理层的需要，想多少就多少,05-28 09:12
76,0,要减持了，来几个跌停看看。,05-28 09:09
101,2,建议公八司来个10送20连续两年把股价压在20/30元，这样起码可以割多好几倍的,05-28 08:18
54,0,东鹏饮料：融资净买入45.58万元，融资余额8397.36万元（05-27）,05-28 07:42
92,1,154一233这段80元涨幅，注意变盘风险。五粮液，泸州老窖，舍得酒，上涨滞重，,05-28 06:44
61,0,欠的债总有人要还。透支的减持提款机。别侥幸，高位被劫，终身囹圄。教训不够用吗，人,05-28 10:34
110,0,总市值相当于一半的伊利，比蒙牛还高不少，这真的有点离谱。,05-28 07:10
76,0,靠这种鬼使神差的成交量维持900亿被透支的估值，面对减持利剑，这是长期价值投资吗,05-28 06:26
109,1,解禁也涨，不服也得扶[赞][赞][赞][赞][赞],05-27 07:47
91,1,历史高位不减持是,05-27 08:15
86,1,大解禁不跌，牛逼公司,05-27 08:45
411,1,东鹏饮料(605499.SH)股东君正投资大宗交易减持29.53万股 持股降至5%,05-27 07:27
180,3,公司股东减持到公募基金接手期间不会有太大的波动。真正漫长阴跌的开始是从散户接盘正,05-27 02:14
509,3,东鹏饮料2.41亿股534亿市值限售股解禁 解禁比例超60%,05-27 08:15
75,0,假北向捣鼓，每天揉搓机械线，没人上钩，很难受吧,05-27 10:41
122,2,长阴将至！久盘必跌！2.407亿大限，别侥幸，敬畏之心！,05-24 10:37
108,0,快跑吧这段时间的拉伸就是为了大股东限售解禁减持做准备的,05-27 09:41
80,2,祝你平安！,05-27 09:51
319,0,东鹏饮料:东鹏饮料简式权益变动报告书【君正投资】,05-27 07:02
79,0,不是公墓接盘，正常人会这样高的价格去买股票哇，要么就是超幕的资金,05-27 06:57
50,0,泡沫很大,05-27 05:54
119,0,没想到东鹏饮料居然能到万亿市值，想不到,05-27 05:53
9525,12,“功能饮料第一股”东鹏饮料超500亿市值限售股解禁 去年14位重要股东都在减持,05-27 07:42
932,0,下周一34股解禁 东鹏饮料、浙江新能解禁市值居前,05-27 03:20
69,0,大股东根本不缺钱，公司发展势头这么猛，营收现在已经破百亿了，而且妥妥的现金奶牛，,05-27 01:45
71,0,我不认为董事长会为了这点蝇头小利就减持退出 林总是个有魄力的人,05-27 01:42
75,0,市值80亿都嫌贵,05-27 12:48
211,5,稍微有点脑子的都应该要远离了。抛开它的巨量解禁不说，它现在的股价已经没有了投资价,05-27 01:00
106,2,这是关系董事长对公司掌控权的问题，不可能减持的，小空子们看着吧,05-27 09:35
300,0,东鹏饮料解禁2.41亿股 市值534.44亿元,05-27 11:24
133,2,减持后业绩立刻变脸。股价高的离普，股百分之八十在大股东手里，每股一元。,05-25 09:07
82,0,三十倍市盈率，大股东蠢蠢欲动，这捡的钱，落袋为安。,05-27 09:26
102,1,终将会一地鸡毛,05-27 08:30
111,1,东鹏这饮料谁在喝啊，财务报表这么好？,05-27 08:39
272,1,“功能饮料第一股”东鹏饮料超500亿市值限售股解禁，去年14位重要股东都在减持,05-27 08:45
84,0,一块钱的成本，现在200多块不减持，等什么？,05-27 08:15
84,0,走势图呈现：减持＋3个阶段形态完成了＋反弹到了跌幅的0.618＝免了吧？,05-27 07:52
76,0,张开血盆大口,05-27 06:57
59,0,这数，888，222，减持新规落地之日，功能饮料调整之时。长阴将至，注意安全。透,05-27 06:49
170,3,110的营收怎么撑起进900亿的市值，净利润这么高吗,05-25 06:02
65,0,要我解禁这么多，不先砸为敬都对不起各位这么捧。,05-26 10:16
2113,3,沪深两市5月24日49只个股发生65笔大宗交易 共成交6.73亿元,05-24 06:01
69,0,都迫不及待了,05-26 09:58
153,2,公告解禁又没说要卖，整天都往坏了想有意思吗,05-21 07:56
76,0,拉这么高，就是为了给大股东解禁套现的,05-26 09:20
219,2,上市挺猛，结果拉太高扯到蛋了，出不了货[笑哭][笑哭][笑哭][笑哭][笑哭][,05-22 02:15
91,0,大股东明天卖股票发财了,05-26 09:08
82,0,明天就让你们知道厉害[愉快],05-26 08:59
130,1,融资18亿，分红20亿，还不算良心公司吗？不过才8000多股东，散户不追高的话会,05-26 07:03
76,0,只要小散不买，让券商和基金干瞪眼。,05-26 06:56
96,0,这种不是公墓接盘，难道这样都还看不出来不算的话，那就真没有了，高价发行，高价分，,05-26 03:43
108,0,承德露露才9元股价。露露董事长手握30多亿现金。这股凭什么值222一股？散民无论,05-26 03:35
99,0,这饼，可真大丫,05-26 03:11
199,5,发行价50，现在222，涨了3倍，27号解禁了，是你们你们会减持吗？四百多亿啊！,05-24 10:00
25293,40,下周解禁市值近千亿 饮料巨头解禁超500亿元,05-25 08:06
668,5,饮料：八万股买一季度业绩大增水电002039能赚钱吗？水电牛市哦,03-14 07:08
188,4,"对潮汕籍的上市公司大家要当心哟，康美，柏堡龙，鸿达兴业，星辉娱乐,安奈儿…",05-25 08:42
132,1,超市也没人买它呀？市值这么大,05-25 09:16
124,1,减持后业绩立刻变脸。股价高的离普，股百分之八十在大股东手里，每股一元。,05-25 09:07
141,3,谁清楚一个卖饮料的股价为什么这么高，有啥高科技含量吗,05-25 07:53
108,0,将来此企业卖给国外，警惕饮料行业大洗牌，关呼百姓健康。,05-25 09:12
86,0,减持后业绩立刻变脸。股价高的离普，股份百分之八十在大股东手里，每股一元。,05-25 09:05
107,0,为什么这么多人唱空,05-25 08:37
277,0,“鹏”勃桃源，“骑”妙六一——南山区桃源街道开展爱心公益活动,05-25 08:14
93,0,222真的是在诅咒222,05-25 07:57
118,0,可口可乐都百年老牌了股价才62美金，东鹏饮料股价32人民币才合理,05-25 07:54
93,1,股东发财了，早卖早点享受，不在乎价格了，利润可以了，30+的市盈率已经提前透支了,05-25 04:28
79,0,才买,05-25 05:34
98,0,解禁就是结束！发套了,05-25 03:26
426,0,从轮胎到医院、饮料，玲珑集团隆起大健康板块,05-25 12:19
110,0,拉这么高迎接减持，服了[想一下],05-25 10:28
112,1,下周一天量解禁，行情会怎么走？兄弟们怎么看？,05-24 09:35
91,0,等我出来就退市,05-25 08:49
94,0,东鹏饮料：融资净偿还107.23万元，融资余额8351.78万元（05-24）,05-25 07:42
461,8,解禁股是大股东林家的，光分红就够几辈子花的，减持是不可能减持的。[胜利],05-21 10:47
121,0,看到超市有一款能量饮料叫猎兽的产品，500毫升售价3.5元比东鹏特饮还便宜，会不,05-24 10:47
209,0,大家对大解禁不必过度恐慌，分红不达标，董监高不能随便减持股份，大家学习一下减持新,05-24 10:44
88,2,十三这老兄还坚守在……,05-24 03:35
187,0,大宗交易：东鹏饮料成交6313.29万元，折价3.70%（05-24）,05-24 05:58
87,0,东鹏饮料：融资净买入82.13万元，融资余额8459.01万元（05-23）,05-24 07:43
198,0,请问公司，东鹏特饮功效成分及含量里，为啥不标注含钠多少，标示含钠量多少，可以提升,05-23 05:43
241,0,从产品到渠道全面发力，东鹏饮料品牌价值一路狂飙,05-23 11:03
349,9,业绩绝对造假了，等着过几天立案调查吧，这尿黄饮料没几个人喝。业绩增速还这么快？非,05-20 04:43
257,3,从亏损到“双百亿”，让东鹏饮料走上逆袭巅峰的商业传奇——林木勤,05-21 05:38
