阅读,评论,标题,最后更新
1185,1,全球核电产业迎来复苏，中国有望成为核电大国,05-29 11:43
138,3,明天在来一次大回调,05-29 05:39
183,0,这一波能不能成龙头啊,05-29 08:20
116,2,$中核科技(SZ000777)$,05-29 11:28
166,4,这里的人都是融券做空的吗？怎么一涨就骂，一跌就欢呼雀跃，不明白,05-29 02:40
212,0,十字星，没红。等过18.55再说,05-29 03:23
147,0,前天尾盘进今天尾盘出，拉尾盘明天又是跌，及时止损[怒][怒][滴汗][滴汗],05-29 03:08
292,5,太了解这股的尿性了，下午开盘必回落，现在是T的好机会,05-29 11:57
236,7,今天再补一点仓。,05-29 09:40
147,0,每天都是这个样，拉,05-29 02:04
170,2,中核科技5月29日快速反弹,05-29 11:20
176,2,今天的下影线就是最后的洗盘，马上开启新一轮的升势,05-29 11:42
190,1,下午在买10手助力涨停,05-29 12:07
118,1,嗯？还能直线拉起来？真有利好没说？,05-29 11:26
48,0,垃圾货,05-29 01:00
145,2,这股的爆点是幽门螺杆菌进医保？,05-29 10:42
131,0,和昨天一样的，下午又下来了,05-29 11:50
93,0,不过昨天高点18.55别进，多空分水岭,05-29 11:31
368,4,都不大发言的时候，就是坐等吃肉了，对不对啊？,05-28 11:33
595,7,此股主力操盘凶狠，股价上蹿下跳，我今天尾盘16.83进了三分之一仓位，如跌到16,05-24 11:24
87,0,今天可能会跌7个点,05-29 10:23
41,0,今天傻多，完蛋。,05-29 10:13
38,0,跑。快跑。诱多去散户。一买就涨。一卖就跌,05-29 10:08
406,12,10快最高已经翻倍现在都有60利润,05-23 10:56
152,3,玩玩,05-28 02:40
358,0,核电设备近期观点：板块高景气，关注四代核电、乏燃料等增量环节,05-29 09:39
38,0,的垃圾,05-29 09:39
104,0,中核科技：融资净买入4812.16万元，两市排名第14（05-28）,05-29 08:55
232,1,本月美股电气设备领涨是有理由的，电力板块主升浪中国核电，中国广核，佳电股份，江苏,05-28 10:21
203,2,今天是跟风别人开板了，他就下来了，高位放量被套的，明天割肉砸盘。,05-28 08:50
339,4,上引线那么长，完蛋了,05-28 07:23
1140,14,中核科技：中小投资者躺平，机构无奈拉涨，否则机构不可能自己搞自己,05-24 12:50
6352,10,电力核心票,05-28 03:29
1267,1,中核科技:关于参加中核集团集体投资者交流会的公告,05-28 04:33
762,0,【灿烂圈】【广发机械】核电设备大涨点评：短期博弈核准，不改长期向好#核电板块普涨,05-28 10:19
125,0,16.5再来,05-28 09:29
651,3,下一个中核科技联发股份总市值23亿十年分红18亿[想一下][想一下],05-03 11:04
94,2,梭哈广西能源,05-28 09:17
233,1,今天我也进来的，我还以为会封板的，结果被套了，有疑惑的建议你们去看5月13号的中,05-28 08:45
629,3,这个庄不是坏就是傻，傻是不可能的，那么它就是坏。在大盘好的时候跌跌不休，在大盘不,05-28 02:38
1666,21,根据我十几年的炒股经验，没有任何外界内部政策影响，但还是无缘无故跌的情况，只有一,05-15 10:25
137,0,中字头核动力,05-28 07:03
267,2,尾盘出光了，剩1手[捂脸]，不知道对还是错,05-28 05:02
267,3,1775附近买入这里有强支撑,05-28 02:07
243,2,人气排名2000以上再看吧[呲牙],05-27 09:20
177,2,羊毛被薅完了，现在要薅我们羊球了,05-28 09:48
191,4,回补缺口18.63？,05-28 01:34
204,1,哪位大哥来救救我，[哭][哭][哭],05-27 04:12
252,0,明天不跌破1775继续持有，放量回调，主力试盘，明天继续调整,05-28 03:18
53,0,明天涨停,05-28 03:07
164,0,人气又回来了我又可以上班了明天涨停,05-28 03:05
160,0,能不能站上17.85？,05-28 02:57
262,3,大聪明,05-28 01:55
163,1,握草次次二选一都能选错,05-28 02:03
176,1,我这是被套路了吧[偷笑]，幸亏买的少,05-28 02:01
137,0,这个庄也是g庄，鉴定完毕,05-28 02:17
251,3,18.2附近可以出了，因为回调破位了,05-28 01:47
38,0,好好好,05-28 01:56
42,0,又进套了,05-28 02:02
