阅读,评论,标题,最后更新
73,0,这是回光返照吧？自求多福吧！[想一下][想一下][想一下],05-27 02:34
75,1,量要超5.22号6.24亿的量才能确定涨跌,05-27 02:05
60,0,配合指数拉高出货、SM.别当真涨,05-27 01:54
118,1,兄弟们。早上就说了不知道今天有几个补仓了[捂脸][捂脸],05-27 01:19
100,0,可以回来了[大笑][大笑][大笑][得意],05-27 01:28
81,1,维持本周25-26目标价不变,05-27 10:54
66,0,再说一遍，新诺威不要做T，做T必被割，买到就是赚到，躺着装死,05-27 01:17
92,0,年前大跌的时候，同时关注了新诺威和福瑞，真没想到福瑞这么牛逼，你也是这么牛逼，[,05-27 01:09
86,3,上涨的票是不会天天破新低的,05-27 10:04
49,0,一定要跌出空间来,05-27 10:38
51,0,这种阴跌是最难受的,05-27 10:35
64,0,终于跌到2字数里了下次10元内最后打回原形[捂脸],05-27 10:24
37,0,这周会要巨大的跌。资金在外逃,05-27 10:21
39,0,下调回购最高上限。其实就是大顶了，不要在梦涨了,05-27 10:08
53,1,大跌再后面,05-27 09:36
32,0,这拉几。就是填不满的大坑,05-27 10:00
58,0,来一个旱地拔葱,05-27 09:56
64,0,石药看着儿子跌，心里大为痛快,05-27 09:53
56,0,公司不会被ST了吧！,05-27 09:50
36,0,庄爆仓了！,05-27 09:46
58,0,还有唱多的，还有的跌，[滴汗][滴汗][滴汗],05-27 09:42
48,0,20元会到的,05-27 09:36
33,0,今天补跌，,05-27 09:28
78,0,新诺威：连续3日融资净偿还累计2127.73万元（05-24）,05-27 09:00
147,2,坐庄也挺难的[呲牙],05-26 12:31
79,0,3310,05-26 09:48
164,0,没有换手率，都是做T的大小散户在交易,05-26 06:25
184,1,资金不计成本的跑路，是不是要带帽了？它们提前知道消息了？[为什么][为什么][为,05-24 10:36
277,1,回调这七八天，才跌了十几个点，别的垃圾股，一天都跌十几个点,05-24 03:04
190,1,你还别说，今天威哥有红盘的潜质，这样子抢筹码，明日大举拉升,05-24 02:02
178,1,周末有没回购公告,05-24 05:10
239,3,总算在这个股票上做对了一次，当我提出看空的观点还被人骂[捂脸],05-24 10:22
217,6,今天威哥应该可以看到2字头，一切就绪，准备满仓,05-24 10:41
158,1,加油，下午翻红[献花][献花][献花],05-24 01:03
132,0,天天盘中创新低，不知道做甚,05-24 02:58
91,0,31收盘,05-24 02:42
115,0,要死要活倒是痛快点啊,05-24 02:32
203,2,3年老粉，不带怕的,05-23 08:07
120,0,咱们威哥不但抗涨，而且也抗跌，目前还差5毛一破2字头，期待中,05-24 01:23
178,0,维持下周25-26目标价不变,05-24 01:18
155,0,不计成本？人家是从十元多拉起的罗,05-24 01:07
168,5,今天威哥走势挺好，不敢大跌了，大跌的话会送筹码出去,05-23 10:58
204,3,小散买点吧，不买一点量都没有，加点仓吧，上几次盘中拉高都没量，没散户追，这样主力,05-24 09:44
145,0,月K调整刚开始，故事讲完跌的一塌糊涂。,05-24 11:31
116,0,遇到黑心股东有什么办法呢,05-24 10:39
121,0,又是阴跌的一天,05-24 10:15
91,0,一泻千里,05-24 10:14
84,0,这家伙和大盘反着来的,05-24 09:42
63,0,九连跌了！,05-24 09:38
52,0,这是沦为拉机股之列了吧。[滴汗][滴汗][滴汗],05-24 09:37
38,0,补跌品种,05-24 09:31
84,0,新诺威：融资净偿还1352.27万元，融资余额5.59亿元（05-23）,05-24 09:17
109,1,虽然小威最近不威，但相比其他垃圾，强了太多,05-23 07:39
202,3,今天威哥走势出乎意料，其他的股没法看，我们的毫发基本未损,05-23 03:38
344,4,昨天猜对了！不过底还很难说，因为除了回购价，下面还有一个心理价位要注意！,05-17 10:53
88,0,又是头顶青青草原,05-23 02:57
116,0,量化画图也挺好看的哈,05-23 02:54
