阅读,评论,标题,最后更新
57,0,没有一天不跌,05-30 10:01
41,0,破股！！,05-30 09:56
36,0,砸总公司,05-30 09:45
132,5,哎，90买的，回不了本了……,05-29 01:29
47,0,跌了两个月了何时能止跌啊[哭][哭][哭],05-30 09:23
52,0,联特科技：融资净偿还134.39万元，融资余额2.17亿元（05-29）,05-30 09:12
107,0,都说了40到50左右见而且就是这个月等着看把拭目以待反正我已经出完不到40我不可,05-29 11:01
50,0,垃圾战斗机中的垃圾,05-29 10:53
103,2,一个月就红了三天，没有比你更fw的了，要跌退市了么？,05-29 01:58
117,5,这是什么lj怎么天天跌,05-15 10:15
88,1,今天可以冲了，根据我的观察，这股基本上四五天跌就要飞一波,05-27 10:23
147,4,我割肉了，也许是底了，买后连跌七天。现在卖了，放心涨吧,05-29 03:31
189,5,我82没有卖跌到现在套了,05-29 04:36
49,0,呵呵，它可以一路跌一路割，一路赚，就是这么牛13,05-29 05:15
87,1,朋友们想哭啊，[哭]深深的挫败感，害人不浅！,05-29 03:40
76,2,这票要退市吗？？,05-29 01:18
52,0,奔st去了,05-29 02:47
49,0,卧个比有这么跌的呀,05-29 02:41
50,0,狗,05-29 02:40
53,0,腰斩了[哭],05-29 02:39
47,0,一天又这么过去了,05-29 02:39
48,1,来，继续，有本事直接按跌停，哦次奥,05-29 01:58
69,0,把人弄心死了，怎么开骂才好,05-29 02:22
51,0,有名的坑爹货,05-29 02:10
51,0,卖了走人,05-29 02:02
48,0,臭,05-29 02:01
74,0,奔60去了[兴奋],05-29 02:00
82,0,奔60去了[兴奋],05-29 01:59
69,0,奔60去了哟[兴奋],05-29 01:58
36,0,垃圾中垃圾,05-29 01:57
58,0,哥哥诶。你也太牛了吧。啥意思啊,05-29 01:56
88,0,CPO基本格局已定，之前泡沫太多。目前也是在出清的过程。除了易中天坚挺一些，其他,05-29 01:54
43,0,cao,05-29 01:53
34,0,七连跌，,05-29 01:46
52,0,跌跌不休，拉几，跌到三十几,05-29 01:40
35,0,像这样的票及时止损，现在的钱不好赚，外面的世界，很精彩。,05-29 01:40
60,1,真是大写的那啥，割肉了，即使后续证明是错误的也要割，换个教训，不亏钱不长记性。必,05-29 12:45
53,0,84左右的时候割肉当时亏了17个点。现在看看真的要及时止损，垃圾股,05-29 01:11
46,1,你特么点了天灯了么,05-29 11:00
48,0,破位不走，抱着幻想扛单，老毛病又犯了，活该自己亏钱,05-29 12:46
70,0,以后一定要长记性，绝不碰上一年的大牛股,05-29 12:42
44,0,$联特科技(SZ301205)$,05-29 12:36
25,0,收盘73.69,05-29 11:51
58,1,还有两天就练成了,05-29 11:09
37,0,跌了一个月的lj,05-29 11:39
43,0,一个月就涨三天的lj其他时间都在暴跌,05-29 11:32
57,2,连跌7天，真可以的,05-29 10:24
30,0,放眼望去，卖5排队 2 13真多,05-29 10:59
29,0,$联特科技(SZ301205)$,05-29 10:56
46,1,就说这货每天都有新低,05-29 10:01
95,2,这个票洗盘结束，明天20厘米涨停。,05-28 06:11
33,0,钝刀子割肉,05-29 10:44
40,1,垃圾，走了,05-29 10:09
33,0,你是真猛。,05-29 10:42
42,0,那些货都上哪去了,05-29 10:41
28,0,这只股是要死,05-29 10:36
28,0,大盘3100，股价还在2600，垃圾。,05-29 10:34
38,0,这个fw是要退市了么,05-29 10:34
41,0,鼓掌~,05-29 10:33
27,0,真有天天下跌的股票就是这个fwlj,05-29 10:32
30,0,天天被你骗，我还天天都没有走，哎,05-29 10:28
44,0,哥们儿，我相信你是个潜力股今天涨停。,05-29 10:23
44,1,天天绿可真有意思,05-29 09:57
32,0,$联特科技(SZ301205)$,05-29 10:21
33,0,这破烂真的没救了,05-29 10:18
34,0,别买，买了就是网兜里的鱼,05-29 10:16
44,1,一辈子的耻辱,05-29 09:54
104,4,英伟达暴涨，是利空国内光模板,05-29 09:26
25,0,没救了这fw天天跌,05-29 10:08
32,0,越跌越买,05-29 10:04
70,3,我跟这股无缘，每次T都是反，每次买都是套,05-29 08:07
36,0,还跌,05-29 09:53
29,0,板块向上，你向下,05-29 09:48
50,0,能不能别演了，你要出货就一次性出完呀,05-29 09:43
50,0,联特科技：融资净偿还150.47万元，融资余额2.18亿元（05-28）,05-29 09:11
42,0,今天68收盘,05-29 07:43
78,0,错过十倍大牛哥现在这样了,05-29 01:10
112,4,这个票是犯了什么天条了？真后悔上次解套了没出[哭],05-28 01:35
76,0,已割肉，至少还要跌五天，其中有两天深跌,05-28 07:27
46,0,废了！,05-28 05:31
62,1,这货明天能不能红？,05-28 04:59
45,0,这SB天天绿……,05-28 04:18
78,0,等一波瞬间下杀65[呲牙],05-28 03:05
50,0,联特科技,05-28 03:01
