阅读,评论,标题,最后更新
55,3,唉，气死了,06-05 09:34
24,0,涨五个点,06-05 09:53
20,0,比惨吗…..,06-05 09:51
20,0,涨涨涨,06-05 09:50
33,0,垃圾,06-05 09:50
32,0,今天别看了爱咋咋地,06-05 09:49
32,0,真是炒股炒出国恨家仇了,06-05 09:46
27,0,在跌一个星期差不多了吧！,06-05 09:46
30,0,哎,06-05 09:41
33,0,周五到36,06-05 09:39
96,0,获利比例才1.8，怎么得出平均成本48的结论的,06-05 09:36
54,0,44补仓，天天跌个没完没了[捂脸],06-05 09:34
82,1,在跌两天，或者是来一个跌停板，就差不多要反弹了[下跌][下跌][下跌]韭菜苗们，,06-05 09:27
32,0,哪有这样跌的啊,06-05 09:32
29,0,割肉，曹,06-05 09:31
424,3,今天问题都回答了，昨天问题都避而不谈，说明什么？,06-04 11:26
49,0,等,06-05 08:56
136,0,跌了几天了今天能不能反弹下,06-05 08:39
243,4,开盘抢几手，英伟达创历史新高,06-05 06:27
79,0,落毛凤凰不如鸡！此股还会大跌不止，建议出局。,06-05 08:05
139,1,这几天外面跌成狗，这货太享福了，接下来-10%补跌三天[怒],06-04 11:42
478,3,同样估值发行股票收购，15元与46是天地之别，收购方占比不可同日而语，股价越低对,06-04 05:43
174864,501,高新发展发布重要公告！披露内幕信息知情人买卖股票情况,05-11 10:52
351,6,危险，英伟达大跌了,06-05 12:24
97,0,此票属过气概念股，鸡肋不如。十元见。,06-05 12:08
99,0,呼家楼还在格局不？,06-04 10:48
48,0,别急等等,06-04 11:43
292,7,往后的日子，我就在这里等42。你说过二天来看我，一走就是一月多，30多个日子也不,06-04 02:23
118,1,有一种在做右肩的感觉。,06-04 10:51
331,6,95的成本什么时候才能回本[哭][哭][哭],06-04 06:34
313,4,十万散户，人均持股8万，这就是80亿，占了流通股90以上,06-04 06:35
81,0,转发,06-04 09:59
1230,15,今天加了三次仓，跌两个点加一次，三个点又加一次，四个点再加一次！下次加仓是跌8个,06-04 10:29
58,0,明天买入,06-04 09:51
133,0,股权登记日,06-04 09:28
718,1,大概是习惯了吧，见了两阳就会连想到要走阴了，而且可能还不止一阴，所以今开盘也没管,06-04 04:35
2091,4,高新发展股东户数增加5.41%，户均持股8.34万元,06-04 06:08
583,1,成都企业供需对接会在深成功举办 华鲲振宇深耕湾区市场成绩斐然,06-04 06:18
138,1,不太相信有多少散户有这个胆量今天买的，，大部分散户还是不敢买的，,12-04 02:21
663,7,今天晚上出公告[鼓掌],06-04 07:12
4158,10,"已经调整到位，主力有拉升的迹象,把握住拉升的机会!",05-24 01:06
384,3,一两千万的成交量，存在的意义是啥，买个几万元都会看到自己买的分时博弈图，找存在感,06-04 02:21
340,0,转：50亿市值以下的股票2978只，今年以来上涨的仅仅176只。占比5.9%。1,06-04 07:30
119,0,天天问董秘华鲲振宇的相关问题，这两人是公司自导自演？,06-04 05:54
690,4,给公司领导提个建议，望高新发展公司领导采纳.,04-10 09:24
