阅读,评论,标题,最后更新
281,0,全国销量第一地位面临冲击！大众汽车设立“KI10”绩效项目，未来三年实现人员降本20%,06-04 09:23
3730,26,拿下比亚迪，混动成为标杆……混动产品成功配套比亚迪汽车市场，2022年实现,08-23 10:39
467,18,比亚迪发动机第五代，热效率全球最高46.5%，竟然还有碰瓷的？,05-31 12:19
547,1,中国车企如何在欧洲市场取得胜利？,06-04 08:01
52,0,[赞][赞][赞],06-04 08:29
61,0,$比亚迪(SZ002594)$,06-04 08:11
111,2,老子的目标1000块，不过1000坚决不走,06-04 07:26
85,0,明天赶快吧,06-04 08:05
1470,2,瞌睡了刚好来枕头，明天比亚迪大概率6连阳。车联网+无人驾驶，今天300的和主板的,06-04 05:15
1182,11,别怕卖飞··只怕乘坐过山车,06-04 07:21
57,0,伟大,06-04 07:56
235,0,你看看英伟达牛逼吧，比亚迪就是技术壁垒，妥妥的超过宁德时代市值低于宁德时代可以闭,06-04 07:55
79,0,明天就是涨停板,06-04 07:52
282,0,湖北联合重工甲醇商用车试制成功；比亚迪钠电池项目获批等7条快讯,06-04 07:50
57,0,转发,06-04 07:40
165,2,公司美誉度全球爆火，六月销量争取突破45万，年底突破60万，明年就有可能是全球销,06-04 04:48
274,0,比亚迪5月销量明细，还是有点料，把今年的新车规划也捋了一篇；-王朝秦Plus79,06-04 07:33
459,7,5月份比亚迪各种副面消息缠身：展厅火灾，江西车主“漏电门”事件，智利锂矿项目遇阻,06-04 03:57
2502,8,销量点评：5月销量表现亮眼，DM5.0落地强化产品力,06-04 06:38
2594,15,6.4早盘：今日观察万润科技，比亚迪，宗申动力，引力传媒,06-04 05:46
64,1,拆一下股,06-04 02:52
56,0,继续持有！,06-04 06:26
3437,8,有个板块在逆市走强,06-03 04:28
385,10,比亚迪“全球第一辆插电混动汽车诞生地”揭牌仪式在西安举行,05-27 10:55
299,16,秦L/海豹06 DM-i上市，2.9L油耗、2000KM续航送合资车最后一程,05-29 04:59
452,14,汽车工业奇迹！全球最牛插混！比亚迪第五代DM技术，油耗进入2时代,05-29 10:33
493,16,工业奇迹秦L DM-i震撼上市，百公里亏电油耗2.9L，综合续航超2100公里,05-28 10:39
5276,27,比亚迪：第五代DM技术发布暨秦L、海豹06上市发布会明晚举行,05-27 11:48
3021,18,比亚迪发起第二波攻势，新技术延续低价抢夺市场策略,06-04 12:25
15849,31,比亚迪：第五代DM技术发布暨秦L、海豹06上市发布会5月28日晚举行,05-27 12:48
442,2,今年继续入场比亚迪，望有所收货吧。建议大家关注下新疆的几只优质股票，严重低估。,06-04 10:42
