阅读,评论,标题,最后更新
89,1,呵呵，不跌停，跌不停，不停跌[滴汗][滴汗],05-24 01:28
36,0,腰斩再腰斩,05-24 04:19
150,1,一周里才跌了五天，还能怎么样？,05-24 03:29
221,2,下周难道要33见？,05-24 03:38
360,0,这次带大盘上的基本上银行权重贡献最大,05-24 04:02
138,1,这一周啥情况，拉低出货？这么着急跑吗？怕是有大病？一般不都拉高出货吗.我要买点儿,05-24 02:11
156,3,完了，我又满仓了,05-24 01:40
1725,5,招商银行还值得投资吗,05-15 08:43
534,15,满仓了。,05-24 01:17
893,8,今天招行跌是因为借钱给万科200亿大利空，万科为啥涨收到200亿借款利好,05-23 09:08
174,5,自从给了万科200亿后就跌跌不休,05-24 01:48
125,0,礼拜一涨停。求你了。。。,05-24 03:15
121,0,这轮行情，招商行成为空军的领头先锋哥,05-24 03:13
50,1,5连阴了,05-24 02:38
