阅读,评论,标题,最后更新
493,7,灰常哇塞,06-02 08:14
509,12,融资从4.15日到现在，一个月多了4亿元，他们已经完成建仓，假如突破21.55，,05-19 02:14
529,3,很多人不知道自己不知道，以为自己知道,06-02 06:34
113,1,特锐德本周融资净偿还752.6万元，居电网设备板块第十四,06-02 03:07
531,1,特锐德控股子公司特来电与引能仕株式会社拟共同设立合资公司,06-01 04:51
698,1,特锐德：子公司特来电拟与引能仕株式会社各出资1亿元设立合资公司 拓展充电网建设,05-31 04:03
439,1,特锐德(300001.SZ)：特来电与ENEOS拟设立合资公司 共同拓展充电网的建设,05-31 04:30
861,5,特锐德(300001.SZ)：特来电与ENEOS拟设立合资公司 共同拓展充电网建设,05-31 04:32
192,0,虚拟电厂能创造多少利润，以后电车越来越多，不敢想了，恐怖,06-02 07:14
1234,19,特锐德5月31日及周度月度收评:大盘右侧交易特征和风格切换明显，特锐德三连跌后企稳反弹周线月线完美收官,05-31 05:59
87,0,深股通连续2周净买入特锐德 累计净买入5967.85万元,06-02 02:11
944,4,运气不好，刚看到盘后新闻被日本中石化看上了，看样子短期19.8难实现了，看看下周,06-01 07:30
101,0,$特锐德(SZ300001)$,06-01 11:17
418,5,就问你怕不怕？,05-31 10:17
1860,14,特锐德：控股子公司特来电拟1亿元与ENEOS合资 共同拓展充电网建设,05-31 05:57
296,0,有钱找机会上，没钱做T增加持股数量,06-01 10:28
226,6,前两天的资金明显就是短线客，下周肯定要跌到20以下。,05-31 02:30
190,3,大阳线一半位置都没破均线慢慢上来了,05-31 02:54
252,3,下周能否突破24块就看周一的表现了,05-31 03:03
124,0,既然中石化不努力干，就让别人来干吧！,06-01 09:17
239,0,公司和日本公司的合作与刚下发的节能降碳大力发展的方向完全一致,06-01 08:43
252,7,又一次静等跌回20，想想，真香！,05-31 01:41
467,1,ENEOS是引能仕品牌，隶属于引能仕株式会社，始创于1888年，已有130多年的,05-31 05:18
303,0,过去一年跑赢指数[赞]周一涨停[亲],05-31 08:54
187,0,中线行情已经启动了,05-31 08:01
913,18,特锐德5月30日收评:权重股杀跌银行股露狰狞周期股谢幕题材股有望接棒，特锐德拉高反杀弱势缩量震荡威胁短期均线明日迎大考,05-30 06:14
835,0,特来电与引能仕株式会社设立合资公司 共同拓展充电网建设,05-31 07:08
785,14,回复星海投资2046:主力的钱就不是钱？别总把主力和散户看着对立面，他们也想赚钱,05-30 11:09
69,0,$特锐德(SZ300001)$,05-31 06:27
415,4,特锐德是不是应该和引能仕的股价和市值靠拢才对啊[偷笑],05-31 04:31
217,1,什么时候变成全球第一你就牛逼了！,05-31 05:56
700,1,特锐德：特来电与ENEOS拟设立合资公司,05-31 04:29
342,0,特锐德：控股子公司特来电与引能仕株式会社拟共同设立合资公司,05-31 04:00
284,3,特锐德5月31日盘前提示:看多。第一支撑21.42，第二支撑21.30，第三支撑,05-31 08:41
155,9,这跳水，谁看了不迷糊，垃圾,05-31 10:58
116,4,洗的差不多了马上就要开弓射大雕啦[大笑]坐稳扶好,05-31 10:19
39,0,拉不动了,05-31 02:54
94,0,尾盘拉上22,05-31 02:52
35,0,只有这样才能涨,05-31 02:50
34,0,缺德，你是想玩死我啊,05-31 02:42
89,0,看来看不到20了,05-31 02:30
988,2,破300万！这个产业正在快速接近盈利拐点,05-30 03:00
102,0,下午会对方向做个短线抉择,05-31 12:05
