阅读,评论,标题,最后更新
101,1,圣龙股份：融资净偿还353.5万元，融资余额1761.63万元（05-24）,05-25 07:35
104,1,这是赶快减，半年报就不合规了！,05-24 09:04
466,10,圣龙股份：控股股东及一致行动人拟减持不超2.96%公司股份,05-24 07:26
1015,6,圣龙股份：控股股东及一致行动人拟减持公司不超2.96%股份,05-24 07:19
88,0,对炒这种高标股被套的人一点都不值得同情。,05-24 08:42
90,0,去年8块的，现在这价位减持绝对不算低位,05-24 08:31
105,0,这票笑死了，散户自己都清楚，炒龙这种事早晚有一天会A下来，没想到是自己。。。。。,05-24 07:51
96,0,又一家来卖公司的，既然还有24块多[哈欠][哈欠][哈欠],05-24 07:49
197,0,圣龙股份控股股东及一致行动人拟减持公司股份,05-24 07:24
107,1,破位！破位！跌无止境！,05-21 09:53
283,0,圣龙股份(603178.SH)控股股东及一致行动人拟减持不超2.96%股份,05-24 07:21
68,0,又要减持了，还是将近3%，周一热闹了,05-24 07:06
407,0,圣龙股份(603178.SH)：圣龙集团、圣达尔拟减持不超过2.96%股份,05-24 07:04
76,0,跌破年线了[捂脸],05-24 05:35
89,0,尾盘砸盘哈哈看来是出完了,05-24 02:33
82,0,还有新低，现在抛还可以做T，18块再接回,05-24 02:27
45,0,服了,05-24 02:25
58,0,先看看破前低嘛,05-24 02:18
41,0,下周破24,05-24 02:13
39,0,每天一说垃圾,05-24 01:55
70,0,这股票是没人玩了吗？全是中小单,05-24 01:51
61,0,你打算什么时候被戴帽,05-24 01:24
51,0,这波可以跌到20,05-24 12:20
136,2,50.56000股啥时候能到,05-24 12:05
65,2,这种股为什么没人去查,05-24 10:03
36,0,已经没力气骂了,05-24 11:14
43,0,该死的垃圾,05-24 10:43
52,0,ST圣龙破20,05-24 10:13
84,0,天呢，我怎么会买了这个股票.该怎么办？,05-24 10:07
48,0,看来是要回23了肯定要到20才能止跌,05-24 10:06
52,0,认倒霉准备清仓,05-24 09:55
117,2,什么时候出来都是对的,05-23 11:23
65,0,圣龙股份：融资净买入40.95万元，融资余额2115.13万元（05-23）,05-24 07:39
246,7,47.53还有机会回本吗[哼]这次回本了一定卖,05-22 05:14
84,0,曾经的龙王变成了如今的小蚯蚓[捂脸],05-23 08:51
168,2,随时准备一根长阴贯底！[得意][得意],05-22 09:49
76,0,明天等24筹码。,05-23 03:27
149,4,$圣龙股份(SH603178)$,11-20 02:38
147,1,我是不是刚好躲过了下跌势[鼓掌][鼓掌][鼓掌],05-22 04:31
80,1,看来要破25,05-23 01:27
122,0,到20块再说ST圣龙,05-23 11:42
57,0,下跌是没有尽头的，垃圾,05-23 10:46
65,1,脸字怎么写,05-23 10:18
78,1,圣龙股份：融资净买入17.13万元，融资余额2074.18万元（05-22）,05-23 07:41
50,0,玛德,05-23 10:24
103,0,割了！真的服了！！！[哭][哭][哭]留下发财吧,05-23 10:13
186,6,哎，37的本，估计遥遥无期了,05-21 09:48
111,0,5日线又破了,05-21 02:47
