阅读,评论,标题,最后更新
1662,16,民生银行要涨停随时拉板！,05-09 11:33
91,0,[大笑]今天T狗踩踏，都想做T,05-24 02:59
185,2,吧里那几个明显机器人，要么就是股托唱多,05-16 07:34
430,2,高迎欣就是拿高新不会炒菜的厨师长，厨师们谁会服,04-30 12:00
248,3,四年了，相对前住业绩每年都是跨了一半。还甩锅前任，这面皮赛过城墙厚。,05-20 10:49
271,1,按照巴菲特的观点，留存收益，如果不能转化为市值，将利润留下，对股东来说，就没有任,05-16 07:37
464,0,民生银行股价落后于农行百分之十了，加油干！,05-24 11:09
79,0,下来容易上去难,05-24 11:03
262,0,神啊，4.02让我成功卖掉吧。,05-24 10:54
81,0,别的银行都在创新高。这垃圾无敌焉,05-24 09:56
330,5,明天会涨,05-23 03:33
517,0,炒代码先6.00元后16.00元，可以吗？[吃瓜],05-24 07:50
123,0,民生银行：融资净买入1577.77万元，融资余额38.88亿元（05-23）,05-24 07:25
227,0,今天怎样的走势？,05-24 07:13
374,0,挂单4.02卖，不知明天能不能如愿。,05-23 09:29
966,4,民生银行市净率最低,05-23 06:07
236,0,明天反包可否？,05-23 07:42
827,2,【读财报】上市银行数字金融透视：信息科技投入普增 中信、民生银行增速快,05-23 08:25
84,0,401,05-23 02:57
105,0,拿着行业最高薪酬，投入行业最高资金搞科技，却做出行业最差业绩！不禁让人怀疑该行高,05-23 02:05
69,0,争议性股票被恒大窝害太深，舍不得割几千股就算支持恒大咯,05-23 01:29
237,0,今天算不错了在这里太多了散户，成本从4.9搞到4.06能分红就好，已经不算差,05-23 01:28
349,4,明天4.03开始建仓了[微笑],05-22 08:51
604,7,一年后突破7.7高地,05-22 10:55
136,0,民生最差的境遇已经过去，相比于其它银行，这一轮涨幅明显偏弱，该补涨了,05-23 10:45
268,0,今天巴罗洛、90们没上班吗？[捂脸],05-23 10:10
116,1,应有一个创新高的梦,05-23 09:24
132,1,民生银行：融资净偿还1830.81万元，融资余额38.72亿元（05-22）,05-23 07:31
369,4,民生银行到底有什么问题吗？为何一年时间股价不涨？,05-22 07:38
436,4,最后十分钟，神仙打架了。好事情，这股终于有人说不了。,05-22 02:55
3811,26,兴业资管《关于泛海控股集团36.35亿元债权资产的招商公告》,05-21 05:27
909,8,批准中期分红，4块的民生银行股息率将达8%以上。,05-22 12:40
605,12,这样的股票最好了，很适合做T、做波段，无风险套利。,05-22 03:39
930,4,12元净资产回到6元不过分吧[上涨][上涨][大笑][大笑][大笑][主力][主,05-22 12:36
161,0,14.5奶奶的,05-22 10:13
367,0,破净股数据[24/05/22],05-22 08:11
382,1,民生银行助力2024年国际中体联足球世界杯 盛大开幕,05-22 05:06
278,0,今天4.04没卖出去，明天感觉会调整了,05-22 06:19
344,0,银行股回升到10倍市盈率，才进入牛市行情。10倍市盈率股票\年回报永比存款利率和,05-22 04:28
417,0,港股从2.4到3.2涨8毛三分之一了。A只涨了4毛，十个点，严重落后啊,05-22 01:37
309,2,民生净资产都有12元，要翻倍,05-22 12:40
540,6,既来之，则安之，民生银行我来了。欢迎我们的从军带头大哥,05-17 03:13
81,0,今天吃错药了，这么硬,05-22 03:00
221,0,民生银行开启上涨行情？,05-22 02:59
