阅读,评论,标题,最后更新
494,14,大家多少的本了？,05-23 02:42
131,0,现在进就发财了。,05-27 10:56
263,7,倒，继续倒，倒来倒去，真耗税费！,05-17 10:33
103,0,就这鸟样，韭菜都不会进来,05-27 09:59
60,0,垃圾,05-27 09:47
118,0,再也不敢入这只股。,05-27 09:40
1364,9,捷荣技术(002855.SZ)发布一季度业绩，净亏损5027.72万元,04-27 06:37
397,3,捷荣，不可能st吧，营收季报都不错，为为会被St,05-25 11:50
626,16,连续三年业绩亏损，看来是要戴st帽子，再看那路神仙胆敢爆炒捷荣？,04-28 07:42
357,9,不敢补仓把成本做低啊，就怕st，现在是进退两难,05-23 05:59
106,0,开盘既巅峰,05-24 03:36
247,0,你们知道啥叫一地鸡毛吗？,05-24 01:49
320,4,这票绝对要删自选。简直就是个,05-24 09:35
346,5,应该是出问题了,05-22 02:41
213,1,高手是不会来这里的,05-23 11:09
274,4,下午跌停，大问题,05-23 11:23
171,0,捷荣真是个东西,05-24 09:42
109,0,没眼看。,05-24 09:34
115,1,垃圾,05-23 02:52
128,0,捷荣属于下跌板块吗？没救了吧,05-23 03:05
254,4,依旧看好捷荣，下午应该可以翻红吧,05-23 10:44
213,2,此票有点弱,05-22 02:16
132,1,真是个垃圾,05-22 01:51
115,0,……,05-22 02:22
124,0,耐心等待,05-22 02:18
90,1,牛,05-22 12:55
94,0,你到底跟谁？不管板块涨与跌、你都是跌、垃圾[怒],05-22 01:49
154,0,牛啊，行业板块越往高走，这碧越往下,05-22 01:37
73,0,今天资金流入,05-22 12:00
130,0,一进来就被套在最高点，太了吧,05-22 11:10
65,0,垃圾天天跌怎么活,05-22 10:48
600,1,捷荣技术北方长龙哪个飞的快？,02-20 10:19
226,6,果然昨天割了今天就红了,05-22 09:32
86,1,牛逼,05-22 08:30
527,1,捷荣技术:关于全资子公司为公司提供担保的公告,05-21 06:08
137,1,又不发工资，上次不发工资连续涨停，这次会不会连续涨停。,05-21 08:58
72,0,太了太难看了,05-21 04:45
195,1,连续这么多天，开盘就是卖点，我k,05-21 02:34
100,3,又跌了救救我,05-21 09:45
94,2,下午有行情,05-21 11:30
77,1,我错了,05-21 01:34
117,0,什么时候涨一点,05-21 01:20
481,4,退市了。连三年亏损严重。,05-03 11:05
139,3,这成交量，哈哈哈哈哈,05-21 09:39
134,0,真的没有反弹的机会了吗，一直单边下跌,05-21 09:55
103,0,拿出你当年的雄风来。,05-21 09:39
72,1,连续三年亏损，为什么不退市？,05-21 08:25
770,7,捷荣技术会退市的，千万别买。[卖出][卖出][卖出][卖出][卖出][卖出][卖,05-01 01:44
273,3,有意思吗？天天跌。今天还不容易红了，又跌下来,05-14 09:44
191,2,炒股不看业绩的后果很严重，炒概念的都亏麻了,05-13 07:39
121,1,真是垃圾、板块涨也是跌、直接跌停板算了,05-17 01:16
170,3,注定退市的。你们不跑等四,05-10 12:44
98,0,捷荣技术05月20日获深股通增持7.96万股,05-21 04:59
69,1,大盘大涨两天连1个点也没涨，真无语了，怎么活,05-20 06:02
474,1,一分钟看懂捷荣技术2024一季度报告,04-27 09:35
76,1,36本被坑死了活不下去了,05-20 05:07
79,0,胜蓝从21涨到37了，捷荣技术天天如此弱爆了怎么活啊救救我,05-20 05:13
57,1,求求你红一天,05-20 01:57
174,2,赚了几包华子走不走啊兄弟们,05-20 02:32
111,0,25.58的本都套的死死的,05-20 02:21
125,0,去年涨了那么高怎么慢慢出货都是赚钱的,05-20 02:07
109,0,这个票有点东西啊，什么时候买都能被套,05-20 01:37
53,0,32的割肉了。,05-20 01:28
50,0,胜蓝都36了救救我吧求求你啦活不下去了天天跌怎么活,05-20 01:16
94,4,华为拉升了救救我吧求求你啦活不下去了天天跌怎么活,05-20 10:04
45,1,星期五不涨，星期一又跌咋活,05-20 10:50
110,1,每天开盘不卖，[哭],05-20 11:01
90,1,这票还有买的啊，看看这量，换股吧,05-20 10:48
99,0,12手就放着吧,05-20 11:10
60,1,这波到30,05-20 10:47
43,1,23.45今天高点了,05-20 10:15
88,0,真不知道你啥时候涨、板块长到飞起你跌、板块绿一点你也跌、跌跌不休,05-20 09:59
48,0,做个人,05-20 09:56
417,11,下周一字板，立贴为证！,10-20 05:06
133,0,深股通连续5周净买入捷荣技术 累计净买入5829.13万元,05-19 02:13
321,10,连续三年大幅亏损，一季报又亏5000多万，股价是净资产7倍多，大幅炒作过，股东人,05-07 12:41
153,1,直接跌到腰斩位置,05-12 12:42
188,1,割了，带血的筹码给你们吧，别的票赚回来，加油吧,05-10 03:24
169,4,昨天也是这个位置开始往下走的,05-16 09:59
98,1,涨一毛跌一块的垃几,05-10 11:54
86,1,成僵尸股了,05-13 11:14
562,4,拉了一波快st了吧,05-01 11:26
140,2,必须退市。这种垃圾股。连年亏损。,05-07 04:50
240,6,这股是不是没庄了，庄都跑完了，阴跌模式,05-13 11:01
286,5,我们这些股东没法去开会了，全关在水牢里出不来！,05-17 02:34
412,2,捷荣技术:2023年年度股东大会法律意见书,05-17 07:29
338,0,捷荣技术:2023年年度股东大会决议公告,05-17 07:29
145,0,、有本事退市、天天看到你就烦,05-17 03:00
118,0,活不下去了天天跌怎么活,05-17 02:55
170,0,不到板块一半,05-17 02:52
190,1,此股以死，别在奢望,05-17 02:37
523,4,亏损股。快点快点快点快点跑吧！忠言逆耳利于行不喜勿喷,04-30 10:53
589,3,连续3年业绩亏损第一季度续亏,04-30 01:58
129,2,好在早走了[呲牙],05-17 10:04
167,4,左手倒右手，来来回回刷成交量,05-16 01:03
351,13,前天发的买点提示，今天接着红，聊胜于无。[俏皮]（冷嘲热讽的请离开，我就过来玩娱,05-16 11:58
126,0,捷荣技术05月16日获深股通增持15.95万股,05-17 05:20
171,1,没有量，天天死鱼一个，起不来[哭],05-16 01:46
