标题
特锐德6月5日盘前提示:谨慎看多。第一支撑22.58，第二支撑22.50，第三支
特锐德6月4日收评:金融护盘带电板块卷土重来风格转换火候不足持续性面临考验，特锐德放量大涨怒甩空头越过平台即将进入年内超级重压区
这就是趋势的力量！
特锐德联手ENEOS布局充电网 年度研发费近5亿驱动业绩增长
特锐德6月4日盘前提示:看多。第一支撑21.50，第二支撑21.40，第三支撑2
创业板成分股走强，有人退市，有人就会创出新高。只有优质的公司不断坚持创新，产品服
买个短603960
盘子太大、性价比不如小市值的高、涨幅有限
现有持仓不动，留好子弹，上涨还是下跌都能从容应对
回踩才是机会！追高不易
今天不跌5点之上才叫怪
大家都不看好的时候，我贪婪加仓……………
不到500市值一股不卖。未到之前所有波动让我内心毫无波澜
长牛慢慢来还有很大空间！！！！
冲不动啊，主力不给力
21.74是谁在把守着
等大家都看好的时候，我就跑路走人………………
特锐德：融资净买入1852.12万元，融资余额11.16亿元（06-03）
该上车了[呲牙]
我了，昨天赚400走了。
为什么折磨我，将我扔出去
不要急，洗盘不必理会静等拉升
2.30后开始跳水
要求不过分，打个新高即可
电网设备股还不错，充电桩个股惨不忍睹！
这批烦人
走了
半晌不夜的这是打算干什么
静心等你下来，不要扭扭捏捏
$特锐德(SZ300001)$
老乌龟在爬
加油赶上其它电网设备股
太弱了，都调整多久了
坚持你给我坚持到极致
明天收用
这叫惨啊
笑……………3千阵地保卫战又要开始了……………
让你们上车非不上，让你们下车非不下[大笑]
请大家关注
看看许继和南瑞
脱单一出必跌无疑啊。哈哈
今天总算跟了把板块，。。。
还是不行
起飞
冲动是魔鬼
没救了
加油、加火
来了
点火
特锐德投资成立充电网运营新公司
特锐德6月3日收评:超级大盘股护盘市场恐慌杀跌风险得到短期释放，特锐德逆市偏强震荡寻求突破上攻态势依然保持完好
基本突破了。不太看好该股的发展逻辑，极有可能3年内突然倒闭，原因很简单，硅碳负极
记得特锐德之前也收到过问询函让其解释业绩调整的合理性！不知道会不会翻旧账啊，挺吓
特锐德即将启动！
做个小T
充电行业的业务能力依旧
快看，据说巴菲特公司收到问询函，因为美股没有涨跌幅限制，直接185.1开盘
这是真的
随时一地鸡毛！
全是业绩不行的，业绩好的特锐德明天涨不过份把
利好消息拿来出货，有什么救呢，散了吧
板块大涨，你不敢涨，要压着杀跌。现在板块回调，你又不敢顺势杀跌做空，这玩的啥玩意
五日线拐头向下，明天看跌
静等20以下，快点吧，你没有继续红的基因
随着光伏、风力发电的迅猛发展，国内电价能时常出来负电价，油价永远至少7、8块。
可以启动了，散户这几天几乎跑没了[大笑]
无视一切利好，就是一个字“跌”
特锐德：融资净偿还567.94万元，融资余额10.97亿元（05-31）
静等20以下，快点吧，你没有继续红的基因
真是纠结啊
没阻力没压力
利好满满
俩回了，高开回落，看来上方做多挺难，每次利好都这样，轻仓操作吧
目标就一个，把仓加满。
今天大跌，因为出利好了
阳线没有破一半
一个字跌、四个字、跌跌不休。
快跑啊，要暴跌啦，跑跑跑！
明天大阳线
反复上攻测试失败，没有人跟庄
所谓的利好，只不过是释放了一波收割散户的信号
能收个十字星就心满意足了………
，利用利好出货，被玩坏了这个股，缺少强有力的庄，
这种行情下已经很不错了，没有大亏
买入叮当响
只要能涨1点
洗的差不多了，在洗散户就多啦[大笑]
还活在贫困线下
潜水了
雄起一回
一个字、跌，四个字、跌跌不休。
NB
敢下到20线，我就反抽勾脏[大笑]
这个
很多人不知道自己不知道，以为自己知道
灰常哇塞
特锐德6月3日盘前提示:看多。第一支撑21.50，第二支撑21.40，第三支撑2
明天不知道能不能大涨
虚拟电厂能创造多少利润，以后电车越来越多，不敢想了，恐怖
特锐德本周融资净偿还752.6万元，居电网设备板块第十四
深股通连续2周净买入特锐德 累计净买入5967.85万元
运气不好，刚看到盘后新闻被日本中石化看上了，看样子短期19.8难实现了，看看下周
介入特锐德后的整个K线图，相信至暗时刻已经过去。耐心持股，中期目标27-30
特锐德控股子公司特来电与引能仕株式会社拟共同设立合资公司
T1液冷超充终端：行业唯一“0”噪音、体积最小的液冷超充终端//@喝着冷饮充着电
有钱找机会上，没钱做T增加持股数量
公司和日本公司的合作与刚下发的节能降碳大力发展的方向完全一致
既然中石化不努力干，就让别人来干吧！
$特锐德(SZ300001)$
特锐德:关于特来电与ENEOS拟设立合资公司的公告
特锐德：控股子公司特来电拟1亿元与ENEOS合资 共同拓展充电网建设
