阅读,评论,标题,最后更新
344,7,好多托子呀，哈哈，短时间出不去啦,1900-05-31
310,4,今天跌我可以理解，涨我也可以理解，但高开往下跌我是没有想到。反正今天的下跌，我按,1900-05-31
286,5,三个涨停板！拿好了别掉下来了！[大笑][大笑][大笑],1900-05-31
273,1,日周月都均线多头排列，日线放量突破后的缩量回踩，主升浪还没来，拿住，那几个无脑唱,1900-05-31
227,5,感觉有点不太妙呀，起床一看我丢全是利好,1900-05-31
214,2,非常明显的量化高频收割,1900-05-31
207,1,万万没想到，这个位置发利好竟然下杀,1900-05-31
205,3,昨晚17.65元竞价买了几手，不知能否成交，后悔该多输几分才好。此股近期应该会有,1900-05-31
134,3,还是那句话，跌停就梭哈，否则这个走势还是阴跌出货！,1900-05-31
133,1,哈哈，韭菜脑袋瓜嗡嗡响了,1900-05-31
116,1,把想象力打开至少80个点,1900-05-31
115,2,走了走了走了,1900-05-31
100,0,中核科技：连续5日融资净买入累计8094.08万元（05-30）,1900-05-31
96,1,买入买入,1900-05-31
94,2,这么好的陷阱竟然没跌成。可惜可惜。,1900-05-31
91,1,这么好的行情走成这样，这股费了，我走了，去别的地方早赚回来了,1900-05-31
88,1,操之道，人弃我去。,1900-05-31
81,0,借利好出货了[得意],1900-05-31
54,0,你割了你可以涨了,1900-05-31
7530,24,突发重磅！中核集团与法国电力集团签署全面合作协议,1900-05-30
600,4,近期重点观察的16支票，今天13支票资金都在大幅流出，唯有3支票其资金是净流入的,1900-05-30
385,12,今天全部梭哈你,1900-05-30
368,6,连续两天散户跑，主力进,1900-05-30
346,0,贵公司的阀门制造业务这些年来是越做越大，请问贵公司实控大股东中核集团这么多年就没,1900-05-30
271,6,听我的梭哈准没错[旺柴],1900-05-30
233,2,听说美立坚也要大规模搞核电了,1900-05-30
181,2,哈哈，刚稍微企稳了点又是一群吹货喊涨停，吹抄底，看来还远没跌到位。,1900-05-30
180,2,1点不突破18，全部卖了,1900-05-30
176,0,买买买，节能降碳龙头股,1900-05-30
158,1,等跌停梭哈！哈哈哈哈,1900-05-30
146,2,收盘不翻红老子下车！,1900-05-30
116,0,我给主力出点货[旺柴],1900-05-30
102,0,中核科技：连续4日融资净买入累计6942.28万元（05-29）,1900-05-30
77,1,心脏不好 别这样,1900-05-30
66,0,[下跌][下跌][下跌][下跌][下跌][下跌][下跌][主力][下跌][下跌],1900-05-30
56,0,圪塔,1900-05-30
1744,6,看不出买点,1900-05-29
1185,1,全球核电产业迎来复苏，中国有望成为核电大国,1900-05-29
358,0,核电设备近期观点：板块高景气，关注四代核电、乏燃料等增量环节,1900-05-29
292,5,太了解这股的尿性了，下午开盘必回落，现在是T的好机会,1900-05-29
266,2,我不用说话，图会帮我说话！,1900-05-29
236,7,今天再补一点仓。,1900-05-29
212,0,十字星，没红。等过18.55再说,1900-05-29
207,5,明天涨停,1900-05-29
207,1,全球核电重启，核电设备特别是国产化阀门设备供不应求，迎来爆发式增长。,1900-05-29
190,1,下午在买10手助力涨停,1900-05-29
183,0,这一波能不能成龙头啊,1900-05-29
176,2,今天的下影线就是最后的洗盘，马上开启新一轮的升势,1900-05-29
174,3,尾盘买了点，希望明天大涨，不希望太多三个点就行拜托主力了[微笑],1900-05-29
170,2,中核科技5月29日快速反弹,1900-05-29
147,0,前天尾盘进今天尾盘出，拉尾盘明天又是跌，及时止损[怒][怒][滴汗][滴汗],1900-05-29
147,0,每天都是这个样，拉,1900-05-29
138,3,明天在来一次大回调,1900-05-29
131,0,和昨天一样的，下午又下来了,1900-05-29
116,2,$中核科技(SZ000777)$,1900-05-29
104,0,中核科技：融资净买入4812.16万元，两市排名第14（05-28）,1900-05-29
93,0,不过昨天高点18.55别进，多空分水岭,1900-05-29
87,0,今天可能会跌7个点,1900-05-29
68,1,下午涨停冲,1900-05-29
48,0,垃圾货,1900-05-29
41,0,今天傻多，完蛋。,1900-05-29
38,0,跑。快跑。诱多去散户。一买就涨。一卖就跌,1900-05-29
38,0,的垃圾,1900-05-29
6352,10,电力核心票,1900-05-28
1267,1,中核科技:关于参加中核集团集体投资者交流会的公告,1900-05-28
762,0,【灿烂圈】【广发机械】核电设备大涨点评：短期博弈核准，不改长期向好#核电板块普涨,1900-05-28
629,3,这个庄不是坏就是傻，傻是不可能的，那么它就是坏。在大盘好的时候跌跌不休，在大盘不,1900-05-28
339,4,上引线那么长，完蛋了,1900-05-28
267,3,1775附近买入这里有强支撑,1900-05-28
267,2,尾盘出光了，剩1手[捂脸]，不知道对还是错,1900-05-28
262,3,大聪明,1900-05-28
252,0,明天不跌破1775继续持有，放量回调，主力试盘，明天继续调整,1900-05-28
251,3,18.2附近可以出了，因为回调破位了,1900-05-28
233,1,今天我也进来的，我还以为会封板的，结果被套了，有疑惑的建议你们去看5月13号的中,1900-05-28
232,1,本月美股电气设备领涨是有理由的，电力板块主升浪中国核电，中国广核，佳电股份，江苏,1900-05-28
203,2,今天是跟风别人开板了，他就下来了，高位放量被套的，明天割肉砸盘。,1900-05-28
177,2,羊毛被薅完了，现在要薅我们羊球了,1900-05-28
176,1,我这是被套路了吧[偷笑]，幸亏买的少,1900-05-28
164,0,人气又回来了我又可以上班了明天涨停,1900-05-28
163,1,握草次次二选一都能选错,1900-05-28
152,3,玩玩,1900-05-28
137,0,中字头核动力,1900-05-28
137,0,这个庄也是g庄，鉴定完毕,1900-05-28
125,0,16.5再来,1900-05-28
94,2,梭哈广西能源,1900-05-28
53,0,明天涨停,1900-05-28
42,0,又进套了,1900-05-28
38,0,好好好,1900-05-28
243,2,人气排名2000以上再看吧[呲牙],1900-05-27
204,1,哪位大哥来救救我，[哭][哭][哭],1900-05-27
1140,14,中核科技：中小投资者躺平，机构无奈拉涨，否则机构不可能自己搞自己,1900-05-24
595,7,此股主力操盘凶狠，股价上蹿下跳，我今天尾盘16.83进了三分之一仓位，如跌到16,1900-05-24
406,12,10快最高已经翻倍现在都有60利润,1900-05-23
292,4,今天妥妥的涨停了,1900-05-23
1666,21,根据我十几年的炒股经验，没有任何外界内部政策影响，但还是无缘无故跌的情况，只有一,1900-05-15
1210,40,买在最高点,1900-05-14
651,3,下一个中核科技联发股份总市值23亿十年分红18亿[想一下][想一下],1900-05-03
3067,20,宏盛华源：机构无奈拉涨，中小投资者获利了结出货，否则就会跟中核科技一样被坑埋,1900-04-23
