阅读,评论,标题,最后更新
23,0,加油、加火,1900-06-04
22,0,来了,1900-06-04
22,0,点火,1900-06-04
1921,5,特锐德投资成立充电网运营新公司,1900-06-03
1130,14,特锐德6月3日收评:超级大盘股护盘市场恐慌杀跌风险得到短期释放，特锐德逆市偏强震荡寻求突破上攻态势依然保持完好,1900-06-03
844,6,基本突破了。不太看好该股的发展逻辑，极有可能3年内突然倒闭，原因很简单，硅碳负极,1900-06-03
474,7,记得特锐德之前也收到过问询函让其解释业绩调整的合理性！不知道会不会翻旧账啊，挺吓,1900-06-03
306,13,特锐德即将启动！,1900-06-03
266,15,做个小T,1900-06-03
201,2,充电行业的业务能力依旧,1900-06-03
190,0,快看，据说巴菲特公司收到问询函，因为美股没有涨跌幅限制，直接185.1开盘,1900-06-03
143,1,这是真的,1900-06-03
130,2,随时一地鸡毛！,1900-06-03
130,1,全是业绩不行的，业绩好的特锐德明天涨不过份把,1900-06-03
124,6,利好消息拿来出货，有什么救呢，散了吧,1900-06-03
112,3,板块大涨，你不敢涨，要压着杀跌。现在板块回调，你又不敢顺势杀跌做空，这玩的啥玩意,1900-06-03
104,0,五日线拐头向下，明天看跌,1900-06-03
90,1,静等20以下，快点吧，你没有继续红的基因,1900-06-03
80,0,随着光伏、风力发电的迅猛发展，国内电价能时常出来负电价，油价永远至少7、8块。,1900-06-03
74,0,可以启动了，散户这几天几乎跑没了[大笑],1900-06-03
72,2,无视一切利好，就是一个字“跌”,1900-06-03
67,0,特锐德：融资净偿还567.94万元，融资余额10.97亿元（05-31）,1900-06-03
66,0,静等20以下，快点吧，你没有继续红的基因,1900-06-03
64,3,真是纠结啊,1900-06-03
57,0,没阻力没压力,1900-06-03
56,2,利好满满,1900-06-03
55,2,俩回了，高开回落，看来上方做多挺难，每次利好都这样，轻仓操作吧,1900-06-03
52,0,目标就一个，把仓加满。,1900-06-03
50,0,今天大跌，因为出利好了,1900-06-03
45,0,阳线没有破一半,1900-06-03
43,0,一个字跌、四个字、跌跌不休。,1900-06-03
42,0,快跑啊，要暴跌啦，跑跑跑！,1900-06-03
41,0,明天大阳线,1900-06-03
39,0,反复上攻测试失败，没有人跟庄,1900-06-03
38,0,所谓的利好，只不过是释放了一波收割散户的信号,1900-06-03
36,0,能收个十字星就心满意足了………,1900-06-03
36,0,，利用利好出货，被玩坏了这个股，缺少强有力的庄，,1900-06-03
35,0,这种行情下已经很不错了，没有大亏,1900-06-03
35,0,买入叮当响,1900-06-03
35,0,只要能涨1点,1900-06-03
31,0,洗的差不多了，在洗散户就多啦[大笑],1900-06-03
30,0,还活在贫困线下,1900-06-03
27,0,潜水了,1900-06-03
26,0,雄起一回,1900-06-03
24,0,一个字、跌，四个字、跌跌不休。,1900-06-03
22,0,NB,1900-06-03
16,0,敢下到20线，我就反抽勾脏[大笑],1900-06-03
616,12,这个,1900-06-02
529,3,很多人不知道自己不知道，以为自己知道,1900-06-02
493,7,灰常哇塞,1900-06-02
484,8,特锐德6月3日盘前提示:看多。第一支撑21.50，第二支撑21.40，第三支撑2,1900-06-02
356,6,明天不知道能不能大涨,1900-06-02
192,0,虚拟电厂能创造多少利润，以后电车越来越多，不敢想了，恐怖,1900-06-02
113,1,特锐德本周融资净偿还752.6万元，居电网设备板块第十四,1900-06-02
87,0,深股通连续2周净买入特锐德 累计净买入5967.85万元,1900-06-02
944,4,运气不好，刚看到盘后新闻被日本中石化看上了，看样子短期19.8难实现了，看看下周,1900-06-01
735,5,介入特锐德后的整个K线图，相信至暗时刻已经过去。耐心持股，中期目标27-30,1900-06-01
531,1,特锐德控股子公司特来电与引能仕株式会社拟共同设立合资公司,1900-06-01
478,2,T1液冷超充终端：行业唯一“0”噪音、体积最小的液冷超充终端//@喝着冷饮充着电,1900-06-01
296,0,有钱找机会上，没钱做T增加持股数量,1900-06-01
239,0,公司和日本公司的合作与刚下发的节能降碳大力发展的方向完全一致,1900-06-01
124,0,既然中石化不努力干，就让别人来干吧！,1900-06-01
101,0,$特锐德(SZ300001)$,1900-06-01
2939,23,特锐德:关于特来电与ENEOS拟设立合资公司的公告,1900-05-31
1860,14,特锐德：控股子公司特来电拟1亿元与ENEOS合资 共同拓展充电网建设,1900-05-31
1234,19,特锐德5月31日及周度月度收评:大盘右侧交易特征和风格切换明显，特锐德三连跌后企稳反弹周线月线完美收官,1900-05-31
861,5,特锐德(300001.SZ)：特来电与ENEOS拟设立合资公司 共同拓展充电网建设,1900-05-31
835,0,特来电与引能仕株式会社设立合资公司 共同拓展充电网建设,1900-05-31
700,1,特锐德：特来电与ENEOS拟设立合资公司,1900-05-31
698,1,特锐德：子公司特来电拟与引能仕株式会社各出资1亿元设立合资公司 拓展充电网建设,1900-05-31
542,18,下午起加仓特锐德,1900-05-31
467,1,ENEOS是引能仕品牌，隶属于引能仕株式会社，始创于1888年，已有130多年的,1900-05-31
439,1,特锐德(300001.SZ)：特来电与ENEOS拟设立合资公司 共同拓展充电网的建设,1900-05-31
415,4,特锐德是不是应该和引能仕的股价和市值靠拢才对啊[偷笑],1900-05-31
373,3,昨天没有涨上，今天就不要想了。,1900-05-31
342,0,特锐德：控股子公司特来电与引能仕株式会社拟共同设立合资公司,1900-05-31
303,0,过去一年跑赢指数[赞]周一涨停[亲],1900-05-31
284,3,特锐德5月31日盘前提示:看多。第一支撑21.42，第二支撑21.30，第三支撑,1900-05-31
252,7,又一次静等跌回20，想想，真香！,1900-05-31
252,3,下周能否突破24块就看周一的表现了,1900-05-31
226,6,前两天的资金明显就是短线客，下周肯定要跌到20以下。,1900-05-31
217,1,什么时候变成全球第一你就牛逼了！,1900-05-31
190,3,大阳线一半位置都没破均线慢慢上来了,1900-05-31
187,0,中线行情已经启动了,1900-05-31
155,9,这跳水，谁看了不迷糊，垃圾,1900-05-31
116,4,洗的差不多了马上就要开弓射大雕啦[大笑]坐稳扶好,1900-05-31
102,0,下午会对方向做个短线抉择,1900-05-31
94,0,尾盘拉上22,1900-05-31
89,0,看来看不到20了,1900-05-31
69,0,$特锐德(SZ300001)$,1900-05-31
39,0,拉不动了,1900-05-31
35,0,只有这样才能涨,1900-05-31
34,0,缺德，你是想玩死我啊,1900-05-31
988,2,破300万！这个产业正在快速接近盈利拐点,1900-05-30
913,18,特锐德5月30日收评:权重股杀跌银行股露狰狞周期股谢幕题材股有望接棒，特锐德拉高反杀弱势缩量震荡威胁短期均线明日迎大考,1900-05-30
7689,19,聚焦深市先进制造②：以技术打造“硬产品” 深市电力设备企业国际化渐露峥嵘,1900-05-27
412,13,月线转多，日线3浪中，业绩目前一般，概念可以。中线跟踪。,1900-05-27
158,3,看不懂了，下午不反弹危险了,1900-05-23
365,17,Z和畅快气死了，又给人做t了，[囧][韭菜],1900-05-21
509,12,融资从4.15日到现在，一个月多了4亿元，他们已经完成建仓，假如突破21.55，,1900-05-19
3089,26,特锐德最新索讯,1900-05-08
