,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20,600036.SH,2024-03-26,31.8,32.66,31.73,32.4,31.35,1.05,3.3493,1244307.91,4014510.51
21,600036.SH,2024-03-27,32.29,32.65,32.21,32.3,32.4,-0.1,-0.3086,782084.88,2539984.05
22,600036.SH,2024-03-28,32.34,32.5,32.07,32.18,32.3,-0.12,-0.3715,694744.92,2242513.222
23,600036.SH,2024-03-29,32.1,32.64,32.07,32.2,32.18,0.02,0.0622,514001.31,1663236.764
24,600036.SH,2024-04-01,32.18,32.85,32.18,32.64,32.2,0.44,1.3665,570152.32,1861582.316
25,600036.SH,2024-04-02,32.7,32.92,32.44,32.55,32.64,-0.09,-0.2757,536618.99,1753251.097
26,600036.SH,2024-04-03,32.54,32.63,32.23,32.23,32.55,-0.32,-0.9831,498081.63,1612691.616
27,600036.SH,2024-04-08,32.24,32.56,32.03,32.4,32.23,0.17,0.5275,477291.23,1544564.957
28,600036.SH,2024-04-09,32.5,32.63,32.31,32.31,32.4,-0.09,-0.2778,384772.07,1248965.235
29,600036.SH,2024-04-10,32.19,32.68,32.19,32.49,32.31,0.18,0.5571,504013.72,1638691.786
30,600036.SH,2024-04-11,32.31,32.42,32.13,32.3,32.49,-0.19,-0.5848,443747.73,1432073.801
31,600036.SH,2024-04-12,32.28,32.47,32.06,32.12,32.3,-0.18,-0.5573,478204.14,1540845.216
32,600036.SH,2024-04-15,32.1,33.0,32.09,32.83,32.12,0.71,2.2105,764644.73,2503221.029
33,600036.SH,2024-04-16,32.71,32.97,32.45,32.75,32.83,-0.08,-0.2437,741556.1,2429469.045
34,600036.SH,2024-04-17,32.69,33.49,32.47,33.3,32.75,0.55,1.6794,948211.96,3131202.074
35,600036.SH,2024-04-18,33.26,34.1,33.19,33.65,33.3,0.35,1.0511,1006574.01,3393695.785
36,600036.SH,2024-04-19,33.56,33.84,33.42,33.62,33.65,-0.03,-0.0892,540383.5,1818443.521
37,600036.SH,2024-04-22,33.78,34.19,33.05,33.34,33.62,-0.28,-0.8328,607535.07,2034006.573
38,600036.SH,2024-04-23,33.3,33.82,33.23,33.38,33.34,0.04,0.12,512452.44,1717681.682
39,600036.SH,2024-04-24,33.38,33.55,33.1,33.46,33.38,0.08,0.2397,443383.53,1480785.929
40,600036.SH,2024-04-25,33.44,34.4,33.38,34.4,33.46,0.94,2.8093,919481.8,3136628.386
41,600036.SH,2024-04-26,34.4,34.87,34.22,34.48,34.4,0.08,0.2326,954898.83,3292052.902
42,600036.SH,2024-04-29,34.4,35.16,34.2,34.88,34.48,0.4,1.1601,818064.12,2854804.596
43,600036.SH,2024-04-30,34.4,34.58,34.05,34.31,34.88,-0.57,-1.6342,868041.8,2982962.844
44,600036.SH,2024-05-06,35.1,35.36,34.72,34.88,34.31,0.57,1.6613,1000704.94,3501168.456
45,600036.SH,2024-05-07,34.88,34.95,34.63,34.87,34.88,-0.01,-0.0287,473848.57,1649813.221
46,600036.SH,2024-05-08,34.82,34.96,34.55,34.57,34.87,-0.3,-0.8603,412861.58,1434042.865
47,600036.SH,2024-05-09,34.6,34.93,34.6,34.84,34.57,0.27,0.781,512391.31,1782846.432
48,600036.SH,2024-05-10,34.84,35.85,34.8,35.62,34.84,0.78,2.2388,940365.7,3331360.84
49,600036.SH,2024-05-13,35.44,36.07,35.33,35.91,35.62,0.29,0.8141,747800.26,2674602.938
50,600036.SH,2024-05-14,35.89,36.13,35.2,35.34,35.91,-0.57,-1.5873,687778.84,2440460.309
51,600036.SH,2024-05-15,35.33,35.44,34.69,35.05,35.34,-0.29,-0.8206,674944.06,2361226.415
52,600036.SH,2024-05-16,35.08,36.45,35.0,36.25,35.05,1.2,3.4237,1291475.53,4659047.071
53,600036.SH,2024-05-17,36.3,36.9,36.06,36.85,36.25,0.6,1.6552,916879.44,3342837.158
54,600036.SH,2024-05-20,36.85,37.0,36.09,36.38,36.85,-0.47,-1.2754,914250.0,3337501.051
55,600036.SH,2024-05-21,36.36,36.52,36.13,36.24,36.38,-0.14,-0.3848,445999.44,1620630.88
56,600036.SH,2024-05-22,36.22,36.38,35.76,36.06,36.24,-0.18,-0.4967,664477.39,2398900.244
57,600036.SH,2024-05-23,35.9,36.01,35.32,35.5,36.06,-0.56,-1.553,924584.95,3284073.837
58,600036.SH,2024-05-24,35.3,35.48,34.66,34.74,35.5,-0.76,-2.1408,870440.0,3051224.758
59,600036.SH,2024-05-27,34.85,35.21,34.75,35.14,34.74,0.4,1.1514,570938.14,1997775.669
60,600036.SH,2024-05-28,35.1,35.33,34.72,34.83,35.14,-0.31,-0.8822,476190.58,1660811.058
61,600036.SH,2024-05-29,34.75,35.06,34.46,34.57,34.83,-0.26,-0.7465,491041.18,1703567.318
62,600036.SH,2024-05-30,34.45,34.9,34.18,34.34,34.57,-0.23,-0.6653,559244.84,1928489.154
63,600036.SH,2024-05-31,34.53,34.6,34.28,34.28,34.34,-0.06,-0.1747,508932.48,1752657.846
64,600036.SH,2024-06-03,34.22,34.38,33.92,34.15,34.28,-0.13,-0.3792,608111.35,2071791.245
65,600036.SH,2024-06-04,34.15,34.68,34.1,34.54,34.15,0.39,1.142,533788.42,1840296.169
66,600036.SH,2024-06-05,34.68,34.7,33.89,33.99,34.54,-0.55,-1.5924,691041.22,2359792.656
67,600036.SH,2024-06-06,34.09,34.2,33.78,34.0,33.99,0.01,0.0294,677240.66,2302856.624
