,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
26,601919.SH,2024-04-03,10.64,10.74,10.52,10.58,10.57,0.01,0.0946,894686.78,947832.09
27,601919.SH,2024-04-08,10.58,10.72,10.45,10.64,10.58,0.06,0.5671,774266.82,822950.052
28,601919.SH,2024-04-09,10.64,10.65,10.5,10.53,10.64,-0.11,-1.0338,547130.31,577211.551
29,601919.SH,2024-04-10,10.56,10.6,10.49,10.55,10.53,0.02,0.1899,492321.58,519384.194
30,601919.SH,2024-04-11,10.49,10.63,10.46,10.58,10.55,0.03,0.2844,602773.0,636880.993
31,601919.SH,2024-04-12,10.63,10.75,10.6,10.63,10.58,0.05,0.4726,775684.87,828402.937
32,601919.SH,2024-04-15,10.64,10.84,10.51,10.81,10.63,0.18,1.6933,1187532.39,1273567.512
33,601919.SH,2024-04-16,10.83,10.91,10.68,10.72,10.81,-0.09,-0.8326,1118393.34,1208245.681
34,601919.SH,2024-04-17,10.67,10.88,10.57,10.87,10.72,0.15,1.3993,1007583.2,1085508.071
35,601919.SH,2024-04-18,10.8,10.93,10.78,10.85,10.87,-0.02,-0.184,936408.84,1015603.044
36,601919.SH,2024-04-19,10.85,11.29,10.82,10.98,10.85,0.13,1.1982,1943310.65,2150504.461
37,601919.SH,2024-04-22,11.01,11.22,10.95,11.04,10.98,0.06,0.5464,1452928.84,1613452.169
38,601919.SH,2024-04-23,11.04,11.12,10.88,10.97,11.04,-0.07,-0.6341,975874.46,1071662.035
39,601919.SH,2024-04-24,10.97,11.16,10.94,11.15,10.97,0.18,1.6408,822812.99,910179.081
40,601919.SH,2024-04-25,11.15,11.37,11.12,11.33,11.15,0.18,1.6143,1035293.14,1167727.2
41,601919.SH,2024-04-26,11.33,11.48,11.23,11.33,11.33,0.0,0.0,1008724.99,1144690.383
42,601919.SH,2024-04-29,11.39,11.68,11.29,11.33,11.33,0.0,0.0,1487873.41,1702420.24
43,601919.SH,2024-04-30,11.35,11.96,11.35,11.77,11.33,0.44,3.8835,2264943.61,2653694.418
44,601919.SH,2024-05-06,12.0,12.06,11.79,12.02,11.77,0.25,2.124,1418190.9,1692509.33
45,601919.SH,2024-05-07,12.02,12.16,11.96,12.07,12.02,0.05,0.416,1058864.03,1278632.698
46,601919.SH,2024-05-08,12.1,12.28,12.08,12.21,12.07,0.14,1.1599,1150671.39,1402062.078
47,601919.SH,2024-05-09,12.32,13.43,12.32,13.33,12.21,1.12,9.1728,3205941.08,4160603.816
48,601919.SH,2024-05-10,13.39,13.57,13.2,13.35,13.33,0.02,0.15,2484904.8,3318943.636
49,601919.SH,2024-05-13,13.66,14.12,13.61,14.07,13.35,0.72,5.3933,2926699.74,4067255.228
50,601919.SH,2024-05-14,14.09,14.21,13.81,13.96,14.07,-0.11,-0.7818,2112194.55,2950159.48
51,601919.SH,2024-05-15,13.98,14.54,13.96,14.28,13.96,0.32,2.2923,2107244.32,3000927.451
52,601919.SH,2024-05-16,14.5,14.64,14.06,14.1,14.28,-0.18,-1.2605,2275042.08,3251100.088
53,601919.SH,2024-05-17,14.18,14.33,13.67,14.06,14.1,-0.04,-0.2837,2493431.73,3480543.313
54,601919.SH,2024-05-20,14.16,14.42,14.16,14.4,14.06,0.34,2.4182,1621615.72,2321048.878
55,601919.SH,2024-05-21,14.46,14.53,14.22,14.26,14.4,-0.14,-0.9722,1130601.26,1621311.161
56,601919.SH,2024-05-22,14.27,14.32,13.98,14.0,14.26,-0.26,-1.8233,1335741.15,1884009.299
57,601919.SH,2024-05-23,14.0,14.23,13.97,14.13,14.0,0.13,0.9286,1192437.51,1682545.915
58,601919.SH,2024-05-24,14.13,14.28,13.98,14.14,14.13,0.01,0.0708,896787.95,1268655.65
59,601919.SH,2024-05-27,14.42,15.2,14.41,15.04,14.14,0.9,6.3649,2487687.99,3715342.089
60,601919.SH,2024-05-28,15.07,15.87,15.0,15.53,15.04,0.49,3.258,2772846.79,4276978.042
61,601919.SH,2024-05-29,15.5,15.68,15.23,15.61,15.53,0.08,0.5151,1567871.08,2431970.56
62,601919.SH,2024-05-30,15.5,15.56,14.96,15.04,15.61,-0.57,-3.6515,1784887.96,2709169.933
63,601919.SH,2024-05-31,15.08,15.4,15.0,15.04,15.04,0.0,0.0,1367006.95,2072046.85
64,601919.SH,2024-06-03,15.44,16.19,15.41,16.06,15.04,1.02,6.7819,2607219.88,4141004.062
65,601919.SH,2024-06-04,15.9,16.69,15.89,16.58,16.06,0.52,3.2379,2653975.78,4313858.216
66,601919.SH,2024-06-05,16.55,16.86,16.46,16.58,16.58,0.0,0.0,1766046.25,2938957.507
67,601919.SH,2024-06-06,16.99,17.58,16.7,16.85,16.58,0.27,1.6285,3282277.92,5623736.038
