,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
43,600016.SH,2024-04-30,3.96,4.0,3.95,3.95,3.98,-0.03,-0.7538,1252639.38,497066.792
44,600016.SH,2024-05-06,3.97,3.99,3.91,3.92,3.95,-0.03,-0.7595,2228356.94,878412.744
45,600016.SH,2024-05-07,3.92,3.93,3.88,3.9,3.92,-0.02,-0.5102,1627462.4,634267.032
46,600016.SH,2024-05-08,3.9,3.92,3.88,3.88,3.9,-0.02,-0.5128,862516.28,336090.354
47,600016.SH,2024-05-09,3.88,3.9,3.88,3.89,3.88,0.01,0.2577,1168158.6,454091.896
48,600016.SH,2024-05-10,3.9,3.92,3.89,3.91,3.89,0.02,0.5141,1287363.11,502121.896
49,600016.SH,2024-05-13,3.9,3.92,3.88,3.9,3.91,-0.01,-0.2558,1157423.89,451164.518
50,600016.SH,2024-05-14,3.9,3.92,3.88,3.89,3.9,-0.01,-0.2564,1097499.04,427294.755
51,600016.SH,2024-05-15,3.89,3.9,3.87,3.88,3.89,-0.01,-0.2571,888602.63,344685.277
52,600016.SH,2024-05-16,3.88,3.92,3.87,3.9,3.88,0.02,0.5155,1747881.19,681996.605
53,600016.SH,2024-05-17,3.91,3.96,3.9,3.96,3.9,0.06,1.5385,1951195.12,768236.164
54,600016.SH,2024-05-20,3.97,4.01,3.96,3.97,3.96,0.01,0.2525,1959063.61,779866.174
55,600016.SH,2024-05-21,3.98,4.0,3.96,3.99,3.97,0.02,0.5038,1485160.35,591695.218
56,600016.SH,2024-05-22,3.99,4.04,3.99,4.03,3.99,0.04,1.0025,2024862.12,814579.458
57,600016.SH,2024-05-23,4.03,4.04,3.98,3.99,4.03,-0.04,-0.9926,1457333.46,583830.748
58,600016.SH,2024-05-24,3.99,4.02,3.97,3.98,3.99,-0.01,-0.2506,1103711.54,440997.975
59,600016.SH,2024-05-27,3.98,4.0,3.96,3.98,3.98,0.0,0.0,1335784.1,530950.748
60,600016.SH,2024-05-28,3.98,3.99,3.93,3.94,3.98,-0.04,-1.005,1298766.21,513511.272
61,600016.SH,2024-05-29,3.94,3.97,3.91,3.91,3.94,-0.03,-0.7614,1288325.19,507225.429
62,600016.SH,2024-05-30,3.91,3.93,3.88,3.89,3.91,-0.02,-0.5115,1281647.91,500433.467
63,600016.SH,2024-05-31,3.9,3.92,3.89,3.91,3.89,0.02,0.5141,1287699.24,503360.985
64,600016.SH,2024-06-03,3.9,3.92,3.84,3.86,3.91,-0.05,-1.2788,1928024.44,745420.117
65,600016.SH,2024-06-04,3.85,3.87,3.84,3.86,3.86,0.0,0.0,948137.22,365899.682
66,600016.SH,2024-06-05,3.87,3.87,3.83,3.84,3.86,-0.02,-0.5181,863640.15,332264.396
67,600016.SH,2024-06-06,3.84,3.85,3.8,3.81,3.84,-0.03,-0.7813,1109103.9,423541.754
