,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
48,002594.SZ,2024-05-10,227.0,229.52,226.0,227.8,228.15,-0.35,-0.1534,80613.3,1833828.036
49,002594.SZ,2024-05-13,225.2,227.36,222.58,225.7,227.8,-2.1,-0.9219,82481.16,1857506.899
50,002594.SZ,2024-05-14,225.71,227.57,224.11,224.91,225.7,-0.79,-0.35,62618.53,1414943.425
51,002594.SZ,2024-05-15,224.5,226.0,218.3,219.14,224.91,-5.77,-2.5655,99733.51,2204936.673
52,002594.SZ,2024-05-16,219.15,219.96,216.61,218.31,219.14,-0.83,-0.3788,87157.22,1901165.662
53,002594.SZ,2024-05-17,219.39,220.33,217.66,219.59,218.31,1.28,0.5863,71486.66,1564639.158
54,002594.SZ,2024-05-20,218.48,224.0,218.48,222.87,219.59,3.28,1.4937,75958.57,1688534.368
55,002594.SZ,2024-05-21,221.98,221.99,217.42,218.78,222.87,-4.09,-1.8352,84080.43,1838619.341
56,002594.SZ,2024-05-22,218.19,219.5,215.16,216.92,218.78,-1.86,-0.8502,88398.17,1916325.81
57,002594.SZ,2024-05-23,215.85,215.85,213.51,214.95,216.92,-1.97,-0.9082,62287.23,1336506.237
58,002594.SZ,2024-05-24,213.98,214.0,208.8,209.3,214.95,-5.65,-2.6285,102875.52,2166851.356
59,002594.SZ,2024-05-27,210.0,210.8,206.6,208.35,209.3,-0.95,-0.4539,76045.51,1580461.907
60,002594.SZ,2024-05-28,208.8,208.91,206.58,207.38,208.35,-0.97,-0.4656,60946.46,1265112.511
61,002594.SZ,2024-05-29,211.0,226.0,210.99,224.7,207.38,17.32,8.3518,302647.77,6633165.251
62,002594.SZ,2024-05-30,224.42,229.38,223.9,227.86,224.7,3.16,1.4063,223791.81,5070762.671
63,002594.SZ,2024-05-31,228.8,231.6,226.99,229.02,227.86,1.16,0.5091,185429.84,4264400.522
64,002594.SZ,2024-06-03,229.01,240.48,225.99,237.1,229.02,8.08,3.5281,270145.89,6370453.739
65,002594.SZ,2024-06-04,236.9,239.8,235.95,238.15,237.1,1.05,0.4429,157429.16,3744672.01
66,002594.SZ,2024-06-05,238.48,246.3,238.48,240.79,238.15,2.64,1.1085,194433.95,4732184.009
67,002594.SZ,2024-06-06,241.2,243.8,237.5,238.5,240.79,-2.29,-0.951,175865.42,4227834.836
