,ts_code,date,open,high,low,close,pre_close,change,pct_chg,vol,amount
18,000788.SZ,2024-03-22,5.56,5.56,5.38,5.45,5.56,-0.11,-1.9784,75343.56,41081.845
19,000788.SZ,2024-03-25,5.39,5.48,5.33,5.33,5.45,-0.12,-2.2018,64646.0,35034.439
20,000788.SZ,2024-03-26,5.33,5.37,5.19,5.28,5.33,-0.05,-0.9381,66811.32,35241.601
21,000788.SZ,2024-03-27,5.29,5.36,5.19,5.2,5.28,-0.08,-1.5152,68498.0,36299.132
22,000788.SZ,2024-03-28,5.2,5.37,5.17,5.33,5.2,0.13,2.5,62668.0,33068.862
23,000788.SZ,2024-03-29,5.32,5.45,5.28,5.44,5.33,0.11,2.0638,71572.0,38465.531
24,000788.SZ,2024-04-01,5.46,5.49,5.41,5.48,5.44,0.04,0.7353,54137.0,29485.025
25,000788.SZ,2024-04-02,5.47,5.52,5.43,5.5,5.48,0.02,0.365,55260.0,30292.471
26,000788.SZ,2024-04-03,5.46,5.53,5.4,5.51,5.5,0.01,0.1818,61005.0,33448.725
27,000788.SZ,2024-04-08,5.51,5.51,5.39,5.4,5.51,-0.11,-1.9964,62758.32,34182.561
28,000788.SZ,2024-04-09,5.4,5.46,5.3,5.46,5.4,0.06,1.1111,61373.0,33083.665
29,000788.SZ,2024-04-10,5.45,5.47,5.29,5.34,5.46,-0.12,-2.1978,62376.0,33366.159
30,000788.SZ,2024-04-11,5.3,5.43,5.26,5.28,5.34,-0.06,-1.1236,91214.0,48708.912
31,000788.SZ,2024-04-12,5.3,5.36,5.19,5.2,5.28,-0.08,-1.5152,69441.24,36406.368
32,000788.SZ,2024-04-15,5.18,5.2,4.83,4.9,5.2,-0.3,-5.7692,121152.02,60059.551
33,000788.SZ,2024-04-16,4.83,4.88,4.48,4.51,4.9,-0.39,-7.9592,152491.82,70633.102
34,000788.SZ,2024-04-17,4.54,4.9,4.54,4.9,4.51,0.39,8.6475,103517.01,49507.76
35,000788.SZ,2024-04-18,4.88,4.95,4.78,4.78,4.9,-0.12,-2.449,77866.54,37553.82
36,000788.SZ,2024-04-19,4.78,4.85,4.71,4.74,4.78,-0.04,-0.8368,62431.0,29771.554
37,000788.SZ,2024-04-22,4.69,4.81,4.6,4.75,4.74,0.01,0.211,58347.51,27605.712
38,000788.SZ,2024-04-23,4.81,4.99,4.75,4.88,4.75,0.13,2.7368,81862.05,39774.602
39,000788.SZ,2024-04-24,4.88,4.9,4.8,4.88,4.88,0.0,0.0,52006.0,25218.595
40,000788.SZ,2024-04-25,4.88,5.03,4.85,5.01,4.88,0.13,2.6639,63752.0,31809.578
41,000788.SZ,2024-04-26,5.3,5.51,5.28,5.39,5.01,0.38,7.5848,305862.0,165228.189
42,000788.SZ,2024-04-29,5.33,5.6,5.3,5.37,5.39,-0.02,-0.3711,201317.66,107889.572
43,000788.SZ,2024-04-30,5.35,5.91,5.34,5.91,5.37,0.54,10.0559,290970.23,164559.279
44,000788.SZ,2024-05-06,6.2,6.28,6.02,6.11,5.91,0.2,3.3841,478746.01,293801.314
45,000788.SZ,2024-05-07,6.07,6.15,5.92,6.0,6.11,-0.11,-1.8003,319296.51,191553.464
46,000788.SZ,2024-05-08,6.0,6.6,5.95,6.43,6.0,0.43,7.1667,555807.71,348610.968
47,000788.SZ,2024-05-09,6.19,6.26,6.05,6.21,6.43,-0.22,-3.4215,373073.54,230324.816
48,000788.SZ,2024-05-10,6.2,6.2,5.96,6.0,6.21,-0.21,-3.3816,297379.54,180028.975
49,000788.SZ,2024-05-13,5.93,6.05,5.87,5.9,6.0,-0.1,-1.6667,183466.55,109111.479
50,000788.SZ,2024-05-14,5.88,5.99,5.85,5.92,5.9,0.02,0.339,129991.0,77123.954
51,000788.SZ,2024-05-15,5.9,5.92,5.74,5.76,5.92,-0.16,-2.7027,137061.06,79959.512
52,000788.SZ,2024-05-16,5.79,5.84,5.77,5.79,5.76,0.03,0.5208,95914.01,55622.952
53,000788.SZ,2024-05-17,5.8,5.88,5.75,5.84,5.79,0.05,0.8636,93616.0,54433.915
54,000788.SZ,2024-05-20,5.85,5.89,5.81,5.88,5.84,0.04,0.6849,70904.55,41554.186
55,000788.SZ,2024-05-21,5.86,5.88,5.78,5.87,5.88,-0.01,-0.1701,67768.36,39508.536
56,000788.SZ,2024-05-22,5.84,5.9,5.8,5.82,5.87,-0.05,-0.8518,66568.05,38902.368
57,000788.SZ,2024-05-23,5.8,5.82,5.66,5.67,5.82,-0.15,-2.5773,83436.01,47687.87
58,000788.SZ,2024-05-24,5.68,5.74,5.65,5.68,5.67,0.01,0.1764,60337.55,34387.25
59,000788.SZ,2024-05-27,5.66,5.74,5.62,5.73,5.68,0.05,0.8803,52339.83,29704.571
60,000788.SZ,2024-05-28,5.7,5.74,5.65,5.65,5.73,-0.08,-1.3962,42840.0,24348.031
61,000788.SZ,2024-05-29,5.62,5.7,5.61,5.64,5.65,-0.01,-0.177,55148.01,31186.28
62,000788.SZ,2024-05-30,5.63,5.69,5.59,5.65,5.64,0.01,0.1773,40209.0,22715.384
63,000788.SZ,2024-05-31,5.62,5.7,5.62,5.64,5.65,-0.01,-0.177,51169.0,28873.029
64,000788.SZ,2024-06-03,5.63,5.68,5.48,5.53,5.64,-0.11,-1.9504,81030.01,45161.658
65,000788.SZ,2024-06-04,5.54,5.55,5.4,5.48,5.53,-0.05,-0.9042,57172.0,31150.678
66,000788.SZ,2024-06-05,5.46,5.5,5.31,5.33,5.48,-0.15,-2.7372,73686.97,39858.695
67,000788.SZ,2024-06-06,5.32,5.37,4.93,4.96,5.33,-0.37,-6.9418,151561.0,76692.584
